Postcode,PopulationCount,HouseholdCount,OutputArea2011Code
G12 0XX,27,9,S00112692
G12 0XY,29,8,S00112692
G12 0XZ,12,4,S00112692
G12 0YF,2,1,S00112692
G4 9DS,82,39,S00112287
G32 6JF,15,9,S00113838
G15 8PD,71,26,S00113102
G15 6AN,31,12,S00116909
G13 3LU,65,35,S00112838
G13 3LY,22,13,S00112838
G13 3NU,41,21,S00112851
G12 0TT,62,39,S00112673
G12 0TY,30,21,S00112673
G13 3UD,23,10,S00112823
G15 8NB,0,0,S00115941
G15 8NE,0,0,S00115941
G15 8NH,0,0,S00115941
G20 0NB,1,1,S00113335
G12 8JE,72,22,S00112539
G12 0RQ,23,10,S00112679
G41 5BZ,31,12,S00114593
G13 2HD,10,5,S00112796
G22 6EW,43,26,S00113528
G20 9LS,41,18,S00113281
G20 9LT,20,11,S00113281
G20 9JF,43,15,S00113281
G15 6AR,71,33,S00116910
G23 5DR,30,15,S00117079
G4 9NT,35,23,S00112306
G20 9BW,35,18,S00113263
G12 8JF,116,56,S00112542
G12 8JP,35,14,S00112542
G42 0DN,16,7,S00114816
G15 8NX,98,48,S00113105
G13 3LQ,12,5,S00112828
G13 3LG,62,27,S00112828
G2 1BP,0,0,S00116345
G2 1DA,1,1,S00116345
G20 9BZ,14,6,S00113265
G40 4DD,135,64,S00117251
G12 0TW,52,27,S00112672
G21 2BH,34,19,S00117021
G12 0XF,39,21,S00112688
G20 0JF,53,30,S00115989
G20 0JG,43,26,S00115989
G12 0TU,2,1,S00116360
G12 0TX,5,3,S00116360
G32 6JJ,15,6,S00113840
G13 3NN,11,5,S00112842
G13 3NW,11,5,S00112842
G42 8TD,21,10,S00114673
G42 8TE,21,12,S00114673
G20 9LY,85,55,S00113261
G11 7TS,65,45,S00112455
G11 7TY,35,31,S00112455
G15 6AQ,42,18,S00113069
G15 6UQ,39,16,S00113060
G20 8BB,75,47,S00113218
G31 4UN,23,17,S00117120
G20 9JD,31,12,S00113282
G20 9JE,50,21,S00113282
G12 8EX,26,11,S00112530
G15 6SB,61,26,S00116906
G20 0JJ,127,67,S00113308
G20 9JB,36,13,S00113279
G4 9DR,18,8,S00112291
G4 9DW,76,35,S00112291
G33 2AB,19,8,S00114132
G20 0HH,16,9,S00113307
G20 0HL,0,0,S00113307
G20 0JH,55,30,S00113309
G20 0HJ,42,29,S00113309
G12 8JD,25,12,S00112538
G12 9UY,36,21,S00112609
G12 9XA,4,3,S00112609
G12 9XB,11,6,S00112609
G31 4UP,44,32,S00117123
G44 4HT,17,8,S00115031
G12 0YA,41,10,S00112691
G15 8TA,68,34,S00113113
G15 8NU,91,56,S00113104
G15 6UH,57,18,S00113051
G31 4UG,105,70,S00113798
G11 7QU,42,41,S00112473
G31 4TP,19,13,S00113786
G20 9LU,40,18,S00113286
G20 9NE,27,10,S00113287
G20 9JH,39,16,S00113286
G20 9JL,8,5,S00113287
G4 9NG,23,13,S00112303
G4 9NL,10,8,S00112303
G12 8AA,0,0,S00112561
G12 8AD,30,13,S00112561
G13 3LZ,13,3,S00112840
G13 2AQ,54,24,S00112790
G13 4BJ,38,13,S00112897
G11 7TZ,43,30,S00112460
G13 3NP,15,6,S00112843
G13 3NR,7,3,S00112843
G13 3NS,50,18,S00112843
G13 3NT,56,24,S00112843
G31 4UH,30,17,S00113799
G22 6HB,42,20,S00113525
G22 6EZ,27,12,S00113525
G22 6HA,7,2,S00113525
G13 4HA,26,10,S00116853
G33 2AD,6,2,S00114134
G13 4BQ,15,6,S00112900
G13 2AS,30,16,S00116810
G13 4BN,61,29,S00112906
G11 7RA,93,39,S00112457
G15 6AP,83,43,S00113063
G14 9HY,28,10,S00112950
G40 4DE,14,8,S00117252
G41 5BX,16,5,S00114595
G41 5DA,67,20,S00114596
G15 8PA,31,11,S00113103
G20 0JP,96,62,S00113317
G31 2JL,1,1,S00113686
G42 0DQ,38,13,S00114812
G12 0UE,4,2,S00112675
G44 4HU,11,5,S00115028
G42 0DL,39,20,S00114822
G20 7YQ,56,37,S00113185
G11 7TP,37,26,S00112415
G12 0YB,3,1,S00112690
G12 0XR,13,7,S00112690
G12 0XU,3,2,S00112690
G42 8QS,43,8,S00114746
G20 9JG,86,29,S00113280
G20 9JJ,57,20,S00113280
G15 8QZ,83,40,S00113124
G20 9PH,62,22,S00113283
G20 9NA,54,26,S00113283
G20 9NF,23,8,S00113283
G20 9NJ,64,21,S00113284
G23 5HD,2,1,S00112151
G1 2NP,0,0,S00116382
G1 2PR,0,0,S00116382
G1 2PT,0,0,S00116382
G1 2PW,0,0,S00116382
G1 2QB,0,0,S00116382
G1 2RL,2,0,S00116384
G1 2RN,0,0,S00116384
G1 2RQ,0,0,S00116384
G1 2RX,0,0,S00116384
G20 9HE,45,22,S00113269
G20 9HF,48,24,S00113269
G20 9HG,35,18,S00113269
G1 1TS,36,23,S00112179
G1 1TY,0,0,S00112179
G1 1UZ,54,37,S00112177
G23 5JA,92,48,S00116480
G1 1PG,24,11,S00112170
G23 5HL,106,47,S00113643
G13 1LS,33,18,S00112743
G13 1LT,19,13,S00112743
G15 6AS,112,52,S00116909
G11 7HU,43,28,S00116752
G13 3RR,56,23,S00112861
G1 1RD,55,38,S00116298
G1 1YU,0,0,S00116298
G13 3NY,28,19,S00112851
G15 7QG,30,16,S00115952
G15 6AT,85,38,S00113061
G31 4SG,59,28,S00113795
G31 4SQ,44,24,S00113795
G15 6DJ,32,18,S00113070
G15 6DQ,32,12,S00113070
G20 7EF,125,44,S00116949
G33 1RF,72,28,S00117576
G1 1LF,120,21,S00112166
G1 1NU,0,0,S00112166
G1 1QE,0,0,S00116345
G1 1QU,0,0,S00116345
G1 1RF,0,0,S00116345
G1 1RS,0,0,S00116345
G1 1XU,0,0,S00116345
G1 1RX,0,0,S00116345
G20 9ET,60,32,S00113274
G14 0ET,2,1,S00113029
G20 9DQ,46,23,S00113265
G21 1XD,149,55,S00116996
G21 1XE,11,6,S00116996
G22 6PH,86,35,S00113560
G21 2BL,57,19,S00117021
G42 8PP,41,29,S00114734
G42 8PW,38,31,S00114734
G15 6DG,51,21,S00113067
G32 6JH,10,7,S00113840
G20 7ER,6,4,S00113187
G21 1XH,69,33,S00116999
G33 1RL,66,24,S00117579
G33 1RQ,23,8,S00117579
G21 1XF,17,9,S00116998
G21 1XG,84,29,S00116998
G13 2QG,42,17,S00112800
G13 2QH,7,3,S00112800
G13 2QQ,22,13,S00112800
G14 0JA,55,37,S00116883
G14 0HR,56,30,S00116886
G14 0HU,53,36,S00116886
G1 1PE,33,25,S00116569
G20 9HJ,11,5,S00115987
G20 9HN,43,24,S00115987
G20 9ER,91,34,S00113272
G14 0JL,87,46,S00113016
G23 5HEB,1,1,S00112151
G23 5HG,1,1,S00112151
G20 9LL,21,11,S00113288
G15 6DH,81,33,S00113066
G33 2TE,30,10,S00117192
G20 7EN,49,23,S00113190
G33 1RG,56,18,S00117574
G15 7QF,24,14,S00115953
G31 4RF,61,17,S00116059
G31 4RG,68,32,S00116059
G31 4RP,33,10,S00116059
G13 3RL,21,5,S00112862
G13 3RN,63,30,S00112862
G14 0HJ,113,51,S00115935
G1 1NB,27,25,S00116346
G13 3DZ,13,5,S00112875
G31 4RN,11,6,S00113943
G23 5HX,37,22,S00113632
G13 1LX,38,24,S00116805
G42 8PT,25,20,S00116203
G23 5HR,52,35,S00117085
G23 5HT,34,14,S00117085
G20 9PG,33,22,S00113290
G13 2QJ,47,28,S00112801
G13 2QP,17,6,S00112801
G23 5HW,98,35,S00116029
G13 3EH,76,42,S00116838
G13 2QL,45,25,S00112802
G31 4SA,26,8,S00113792
G42 8PQ,0,0,S00114741
G20 7DT,30,15,S00116941
G13 2QR,64,26,S00112803
G13 2QS,57,26,S00112803
G1 1PY,0,0,S00116347
G15 6DN,72,36,S00116913
G20 7EE,9,0,S00116948
G20 7EL,12,12,S00116948
G11 7EH,0,0,S00112509
G11 7HS,48,25,S00112504
G11 7HT,29,22,S00112504
G15 6DP,76,33,S00116914
G1 1NW,35,20,S00112171
G32 6JG,7,5,S00113839
G15 8QW,26,10,S00116920
G31 4RT,73,29,S00116058
G31 4RU,45,18,S00116058
G42 8NT,10,8,S00114731
G13 3QY,98,49,S00112849
G15 7QH,25,11,S00115954
G15 7QJ,26,18,S00113090
G15 8QX,13,10,S00113122
G42 8PR,62,42,S00114733
G42 8PU,38,33,S00114733
G42 8PY,0,0,S00114733
G31 4ST,28,17,S00113783
G20 7XN,93,41,S00115971
G1 2TD,91,63,S00112172
G1 1SJ,51,33,S00116566
G1 1SL,0,0,S00116566
G13 3RA,55,25,S00116826
G23 5HS,74,37,S00116479
G31 4TA,44,30,S00113788
G13 1HA,0,0,S00112744
G13 1HH,25,12,S00112744
G13 1HN,10,4,S00112744
G13 1HQ,34,24,S00112744
G13 1HR,26,17,S00112744
G13 1HS,0,0,S00112744
G13 1HU,10,8,S00112744
G20 9HH,53,25,S00113266
G13 3RB,45,22,S00112857
G13 3RD,53,20,S00112857
G33 1RW,30,10,S00117582
G33 1RX,25,7,S00117582
G33 1RY,33,10,S00117582
G21 2BS,0,0,S00117014
G21 2BT,0,0,S00117014
G42 8PZ,17,11,S00114745
G14 0HS,52,29,S00116885
G14 0HT,50,23,S00116885
G20 9EU,52,32,S00113270
G20 9EX,47,25,S00113270
G11 6TU,51,30,S00112438
G13 1GN,39,10,S00116375
G42 8PL,53,40,S00114736
G42 8QA,8,8,S00114736
G31 4SE,15,9,S00113794
G31 4SF,69,41,S00113794
G13 3QZ,3,2,S00116825
G13 2QT,45,18,S00112805
G23 5JB,90,45,S00113636
G20 9EZ,37,24,S00113268
G20 9HA,38,22,S00113268
G12 0QN,76,42,S00112667
G31 4SB,62,30,S00113793
G31 4SH,45,18,S00113793
G31 4SJ,23,12,S00113793
G14 0HY,66,36,S00115934
G23 5HU,55,26,S00113631
G23 5HZ,48,28,S00113631
G42 8PH,58,40,S00114737
G42 8PJ,51,40,S00114738
G1 2SD,5,4,S00116381
G20 9HB,75,37,S00113271
G20 9EY,5,3,S00113271
G15 8QY,21,6,S00113124
G13 1GL,117,78,S00116376
G13 1GH,31,7,S00116373
G13 1GJ,84,25,S00116374
G13 3PJ,47,31,S00116823
G11 6RJ,49,33,S00112439
G12 8PF,63,34,S00112528
G1 3SQ,0,0,S00116382
G1 3TA,0,0,S00116382
G2 4AB,0,0,S00116384
G2 4DY,10,5,S00116384
G2 4EL,0,0,S00116384
G2 4ET,0,0,S00116384
G2 4EU,2,1,S00116382
G2 6JX,0,0,S00116382
G1 3PT,0,0,S00116382
G1 3PU,0,0,S00116382
G1 3QQ,0,0,S00116382
G1 3QW,0,0,S00116382
G1 3QX,0,0,S00116382
G1 3RB,0,0,S00116382
G1 3RP,1,0,S00116382
G1 3RS,0,0,S00116382
G2 8HA,0,0,S00116382
G11 6SB,28,16,S00116733
G11 6SE,25,12,S00116733
G21 4HW,26,12,S00116000
G12 9HF,4,3,S00112572
G12 9DF,3,2,S00112572
G12 9DH,17,12,S00112572
G12 9DL,34,14,S00112572
G32 6QB,79,44,S00116490
G21 2LQ,102,55,S00116444
G21 4YW,50,29,S00113474
G13 1UX,9,6,S00112702
G13 1UY,0,0,S00112702
G13 1UZ,9,3,S00112702
G42 8SW,46,32,S00114699
G13 2JJ,50,29,S00112775
G12 8HD,47,23,S00116756
G12 8HF,12,7,S00116756
G1 5RE,0,0,S00116574
G12 0QG,40,26,S00116777
G13 1XL,55,26,S00112717
G13 1XN,22,10,S00112717
G22 7HQ,10,4,S00113581
G12 8EP,26,15,S00112531
G15 6AG,102,29,S00113069
G13 1XD,60,31,S00112721
G13 1XF,14,10,S00112721
G13 3AD,55,25,S00112864
G13 4EJ,26,12,S00112882
G13 4EL,26,8,S00112882
G13 4EQ,7,4,S00112882
G31 2NU,102,55,S00113719
G31 2NX,16,10,S00113719
G20 7BY,21,16,S00113187
G20 7DB,0,0,S00113187
G12 8TB,49,24,S00112563
G12 8TS,45,27,S00112563
G12 8TT,33,18,S00112563
G41 2DY,76,46,S00114421
G12 8BY,109,45,S00112558
G41 2EH,49,32,S00114410
G31 2NZ,146,75,S00116484
G31 2HU,37,13,S00117098
G20 0AG,24,9,S00116973
G20 0AH,83,25,S00116973
G20 0AL,80,10,S00116973
G20 0AQ,11,4,S00116973
G31 2LU,29,16,S00113712
G13 3AJ,15,9,S00112816
G12 9HB,69,38,S00112570
G12 9HD,12,8,S00112570
G21 4HT,36,14,S00113466
G22 7HN,54,22,S00113580
G22 7HP,93,36,S00113580
G20 9LN,50,28,S00113288
G21 1UY,6,4,S00116995
G21 1XB,27,8,S00116995
G20 9JS,28,10,S00113279
G13 3SL,44,19,S00112869
G12 8TN,15,9,S00116354
G13 2YE,34,14,S00112754
G13 3AA,75,33,S00116832
G13 3AN,55,30,S00116842
G13 1AP,52,36,S00116799
G15 7XY,49,18,S00115958
G15 7XZ,9,6,S00115958
G15 7YP,17,6,S00115958
G12 9BY,101,45,S00112583
G14 9DJ,23,11,S00115928
G22 6LP,75,37,S00113545
G52 3BU,17,8,S00115593
G12 8DW,59,35,S00112532
G13 2PE,22,10,S00112771
G13 2PH,26,11,S00112771
G12 9DG,56,28,S00112603
G13 1XG,9,9,S00112719
G13 1XH,36,17,S00112719
G13 3AB,46,21,S00112875
G13 3DD,0,0,S00112875
G13 3DE,16,5,S00112875
G1 5PT,51,45,S00116586
G1 5PU,18,15,S00116586
G12 8PD,35,17,S00116352
G12 8NW,32,11,S00116352
G12 8PA,35,10,S00116352
G31 2JD,9,3,S00117097
G31 2JN,8,4,S00117097
G31 2JS,48,31,S00117097
G31 2JW,2,1,S00117097
G12 9EN,57,32,S00112568
G12 9EW,13,5,S00112568
G12 9HA,54,37,S00112568
G12 0QB,43,27,S00112669
G20 9JN,81,28,S00113287
G31 2PD,10,8,S00113689
G13 3XQ,46,16,S00112840
G1 4AA,0,0,S00117635
G1 4AG,0,0,S00117635
G1 4BA,0,0,S00117635
G1 4BL,0,0,S00117635
G1 4BW,1,0,S00117635
G2 8BL,0,0,S00117635
G2 8BT,0,0,S00117635
G2 8BX,0,0,S00117635
G20 0LA,47,23,S00113313
G12 8DX,16,6,S00112535
G12 8EA,8,6,S00112535
G12 8DN,70,32,S00112535
G22 7AX,98,36,S00113571
G12 8EB,64,30,S00112534
G12 8TL,41,23,S00112562
G12 8UB,25,13,S00112562
G12 9ES,54,29,S00112566
G12 9EZ,26,13,S00112566
G13 3XW,34,10,S00112837
G12 9AX,42,22,S00112588
G22 7AY,60,22,S00113564
G32 0AG,40,15,S00114063
G12 8HY,36,14,S00112540
G12 8HZ,49,26,S00112540
G11 5RF,91,50,S00112400
G42 8RR,24,9,S00114719
G42 8RS,37,13,S00114719
G42 8RX,41,14,S00114719
G12 0SE,36,12,S00112678
G41 2JH,39,12,S00114433
G21 3RA,32,11,S00113416
G22 6DT,33,23,S00113540
G41 5JQ,11,4,S00117286
G22 6EN,34,24,S00113528
G22 6EP,14,7,S00113528
G11 6BU,30,21,S00112442
G11 6DB,45,26,S00112442
G32 0AB,6,3,S00114060
G42 8RZ,10,6,S00114726
G20 7JR,94,46,S00116943
G32 8TU,18,7,S00113941
G32 8TX,18,7,S00113941
G31 5RT,9,2,S00113807
G31 5RU,31,11,S00113807
G20 9DF,8,5,S00113263
G20 9BS,0,0,S00113264
G44 4JG,63,21,S00115054
G32 8TT,38,14,S00113940
G13 2SN,45,17,S00112759
G13 3DF,65,37,S00112879
G13 3SE,64,48,S00116829
G13 3SF,74,48,S00116830
G13 2YG,78,45,S00112748
G22 5QQ,105,47,S00113503
G12 9EQ,37,25,S00112571
G12 9DJ,34,25,S00112571
G41 2DZ,68,42,S00114412
G41 2ED,23,16,S00114412
G12 8NT,88,35,S00112523
G15 8AF,37,20,S00116921
G20 0HX,0,0,S00113320
G20 0HY,0,0,S00113320
G20 0HZ,0,0,S00113320
G20 0JA,41,29,S00113320
G12 8BW,85,27,S00112555
G13 1AG,13,11,S00116372
G21 1AG,14,8,S00113352
G11 6SN,26,14,S00116745
G13 3YA,37,24,S00112826
G15 8AA,42,18,S00113111
G12 0RB,74,51,S00112680
G15 6AB,116,48,S00116911
G14 9DD,38,19,S00112942
G13 3AU,74,43,S00112873
G20 8LH,0,0,S00115979
G1 5QH,0,0,S00116574
G1 5QP,0,0,S00116574
G1 5QZ,21,19,S00116574
G21 1AE,18,12,S00117544
G21 1AF,49,33,S00117544
G12 8JA,53,21,S00112541
G12 9EH,40,28,S00112567
G12 9EJ,25,12,S00112567
G21 4HU,26,13,S00113459
G21 4HX,38,19,S00113459
G12 0RL,3,1,S00112679
G12 0RW,16,6,S00112679
G12 0RZ,2,1,S00112678
G20 9JQ,43,21,S00113281
G20 9LR,32,11,S00113281
G13 3SN,10,5,S00116387
G13 3AT,56,27,S00116387
G1 5PS,38,27,S00116584
G1 5PX,54,37,S00116584
G11 6TF,31,14,S00112444
G11 6TG,28,16,S00112444
G22 7HR,47,20,S00113567
G22 6PJ,83,37,S00113560
G12 8BT,84,35,S00112554
G31 2HW,58,47,S00113679
G12 8RG,29,15,S00112551
G12 0RU,2,1,S00112682
G12 0RX,44,24,S00112682
G12 0RY,25,9,S00112682
G21 1AY,38,22,S00117545
G21 1BA,20,17,S00117546
G13 1AE,36,17,S00112730
G13 1AF,26,12,S00112730
G13 1AJ,41,15,S00112730
G14 9DB,14,12,S00112929
G22 7HW,0,0,S00113565
G12 8BS,88,32,S00112549
G31 2LT,30,16,S00113705
G15 8EU,18,6,S00115970
G15 7XR,54,25,S00115957
G12 0QF,2,2,S00116776
G12 0SA,89,50,S00116776
G12 0QD,19,9,S00116777
G12 0QE,2,1,S00116777
G22 7AZ,87,34,S00113564
G20 0AJ,11,4,S00116974
G20 7BB,222,0,S00113193
G12 0QY,13,8,S00112660
G11 6RE,37,19,S00116741
G12 9BX,12,7,S00112580
G20 0AN,19,5,S00113303
G20 0AR,13,6,S00113303
G12 8PR,46,14,S00112537
G12 8RF,12,8,S00112537
G12 8ED,13,9,S00112553
G20 7BS,30,22,S00116948
G12 9DD,58,32,S00112578
G12 9DE,37,20,S00112578
G13 3SG,72,42,S00116831
G22 6DU,17,8,S00117072
G22 6DW,122,70,S00117072
G12 8DY,79,38,S00112536
G12 8DZ,38,15,S00112536
G22 6LN,74,45,S00113523
G13 1XB,57,30,S00116362
G12 9BS,69,32,S00112582
G21 4YJ,57,27,S00113473
G13 3SP,41,20,S00112819
G20 8LG,38,18,S00113220
G14 9DP,32,12,S00112958
G14 9DR,28,10,S00112958
G14 9DT,30,11,S00112958
G12 8NZ,30,16,S00116755
G13 3AL,7,3,S00112866
G13 3AP,40,22,S00112866
G13 3AR,10,7,S00112866
G13 3AS,55,29,S00112866
G15 6AD,70,32,S00116912
G15 6AE,13,6,S00116912
G13 3LB,15,9,S00112836
G14 9DU,57,19,S00112953
G20 0LB,41,22,S00113311
G12 9EU,4,1,S00112604
G20 7DH,46,18,S00113180
G12 8PW,35,22,S00112521
G12 8TD,33,18,S00112521
G13 1XJ,85,40,S00112718
G13 3XR,2,1,S00116816
G13 1HY,5,4,S00112744
G31 2HS,27,14,S00117099
G12 9BT,25,9,S00112581
G42 0DT,39,16,S00117313
G31 2LS,108,48,S00117105
G31 2LX,35,15,S00117105
G14 9DA,29,22,S00112937
G2 4ER,0,0,S00116587
G31 2LJ,25,12,S00113696
G13 2YA,55,22,S00112750
G13 2YB,33,12,S00112750
G13 2YF,14,4,S00112750
G13 2JU,43,19,S00112807
G12 8PE,32,19,S00116754
G12 8PG,38,20,S00116754
G12 8PQ,121,67,S00116754
G13 2QD,9,4,S00112798
G12 8DH,19,8,S00112533
G12 8DJ,33,15,S00112533
G12 8DL,26,10,S00112533
G12 8DP,21,10,S00112533
G13 3XL,29,14,S00116815
G13 3XN,49,26,S00116815
G13 3XP,28,10,S00116815
G11 6RD,0,0,S00112980
G20 7BX,49,34,S00113188
G11 7NA,56,31,S00112482
G31 2LN,37,15,S00113692
G31 2LW,30,15,S00113692
G15 6AH,132,48,S00113065
G13 2PG,7,5,S00112780
G20 0AA,29,29,S00116971
G41 2EA,104,65,S00114411
G31 2JE,40,20,S00113686
G31 2JQ,7,1,S00113686
G22 5AA,0,0,S00113500
G1 5QN,32,27,S00116573
G1 5RA,12,12,S00116573
G22 7BA,41,15,S00113568
G22 7BB,9,3,S00113568
G14 9DN,11,5,S00112957
G13 3AH,28,18,S00112817
G13 3AQ,47,22,S00112817
G15 8EQ,28,12,S00115969
G15 8ER,50,27,S00115969
G2 8QW,0,0,S00116592
G2 8JD,0,0,S00116592
G2 8JQ,0,0,S00116592
G2 8LE,0,0,S00116592
G2 8LT,49,32,S00116592
G31 2NY,111,70,S00116483
G20 0AB,12,10,S00113306
G20 0AD,14,5,S00113306
G20 0AE,53,22,S00113306
G15 7XL,0,0,S00113099
G15 7XN,0,0,S00113099
G13 2PJ,121,47,S00112766
G15 8DZ,15,8,S00116923
G2 3PT,40,24,S00115964
G1 3PF,0,0,S00116383
G1 3PL,0,0,S00116386
G1 4AL,0,0,S00117634
G1 4AR,0,0,S00117634
G1 4AX,0,0,S00117632
G2 8LR,0,0,S00116591
G2 8NF,99,56,S00116591
G31 2LR,43,17,S00117102
G20 9LF,39,17,S00113280
G14 9DL,32,10,S00112939
G1 5RB,0,0,S00116571
G20 9NL,44,23,S00113284
G20 8LN,117,63,S00113222
G20 8LL,23,16,S00113221
G20 8LP,32,24,S00113221
G11 6PD,0,0,S00112447
G11 6PE,0,0,S00112447
G12 0SS,9,4,S00112673
G12 0SH,40,15,S00112678
G12 0SJ,42,20,S00112679
G12 0SL,11,6,S00112678
G21 3AY,0,0,S00113405
G12 9TU,31,19,S00112621
G21 1TS,0,0,S00113353
G21 1TU,0,0,S00113353
G21 3BY,117,48,S00113386
G12 0TE,45,24,S00112676
G12 0NX,62,34,S00112685
G12 0SN,11,3,S00116360
G12 0SP,17,5,S00116360
G12 0ST,14,7,S00116360
G21 3BW,75,40,S00113385
G11 6NB,34,22,S00112981
G12 0SZ,96,59,S00116779
G12 9TQ,35,18,S00112615
G12 9TR,36,23,S00112633
G12 0PW,28,21,S00116785
G12 9TS,53,31,S00112631
G12 9TT,38,19,S00112618
G21 3BE,50,24,S00113447
G21 3BA,13,7,S00113438
G21 1TQ,15,12,S00116994
G11 6HZ,35,28,S00112437
G11 6JA,21,11,S00112437
G13 1GA,27,9,S00116375
G13 1GB,47,16,S00116375
G13 1GD,54,15,S00116375
G13 1GG,32,9,S00116375
G12 0PG,6,4,S00116778
G12 0PU,51,24,S00116778
G12 0PH,36,15,S00112684
G12 0PQ,48,21,S00112684
G21 1UB,0,0,S00116997
G21 1UT,23,12,S00116997
G12 0TB,39,21,S00112675
G12 0TD,45,27,S00112675
G13 1GF,21,8,S00116373
G13 1GE,70,47,S00116374
G11 6PQ,139,69,S00112447
G12 9YB,88,33,S00112579
G1 3PE,0,0,S00116382
G2 7AH,0,0,S00116382
G1 3SL,0,0,S00116382
G1 2JN,0,0,S00116382
G1 2JW,0,0,S00116382
G1 2JX,0,0,S00116382
G1 2NG,0,0,S00116384
G11 6EJ,40,22,S00116733
G12 0QW,46,20,S00112666
G15 6ST,6,2,S00113037
G15 7UA,59,32,S00113077
G15 7UE,67,32,S00113077
G41 2JY,146,72,S00117269
G41 2NL,9,3,S00117269
G1 3DN,0,0,S00112179
G53 6TA,19,6,S00115725
G1 1BL,64,44,S00112170
G12 8EY,123,56,S00116757
G15 6SR,35,14,S00113036
G15 6TB,9,5,S00113036
G20 8PD,47,22,S00113209
G12 9AG,2,1,S00112590
G12 9YJ,8,5,S00112590
G11 6DQ,140,70,S00116735
G44 4NX,53,28,S00115044
G44 4NL,43,23,S00115044
G14 9XQ,29,19,S00112926
G42 8NQ,53,43,S00114727
G11 7JJ,53,37,S00116753
G14 9XT,47,29,S00116858
G13 1AB,49,19,S00116372
G42 8NN,20,18,S00114732
G42 8NR,62,53,S00114730
G12 0NS,6,4,S00112686
G12 0NU,70,34,S00112686
G41 5JP,42,39,S00114605
G13 1YF,48,18,S00112701
G13 1YG,68,25,S00112701
G42 8ST,65,39,S00114674
G42 8SP,38,28,S00114699
G44 4NU,69,28,S00115048
G44 4NR,83,39,S00115048
G22 6PA,49,30,S00113562
G22 6PB,31,18,S00113562
G31 2NH,65,36,S00113683
G11 6DF,68,43,S00116734
G13 1PB,2,1,S00116807
G22 7BT,51,44,S00117078
G22 7BU,38,0,S00117078
G22 7BX,4,2,S00117078
G22 6LU,60,36,S00113552
G22 6LZ,11,6,S00113552
G42 8RW,64,32,S00116202
G1 2LL,0,0,S00116345
G31 2NP,84,56,S00117101
G20 9BT,0,0,S00113265
G11 5RT,72,49,S00112406
G13 2HQ,58,31,S00112794
G44 4QB,31,12,S00116218
G13 2JF,30,12,S00112776
G13 2JL,26,16,S00112776
G13 2JS,38,18,S00112776
G13 2HS,38,19,S00116811
G22 7BE,8,6,S00113547
G12 9XT,11,4,S00112688
G12 9XP,22,14,S00112610
G12 9XR,34,16,S00112610
G12 9XS,16,5,S00112610
G42 8RB,81,40,S00114743
G12 0NN,32,19,S00112685
G12 0NR,27,19,S00112685
G22 7BD,4,1,S00113565
G32 6QL,92,60,S00116491
G22 5QT,44,17,S00113490
G11 5RA,21,12,S00112401
G11 5RE,20,15,S00112401
G12 0HN,20,9,S00112656
G13 1YD,5,2,S00112703
G13 1YE,23,7,S00112703
G12 9YE,2,1,S00112575
G12 9YD,87,38,S00112575
G32 0AA,97,42,S00114061
G20 9TP,38,25,S00113261
G22 7HH,28,14,S00113581
G22 7HL,18,16,S00113581
G13 4NJ,100,40,S00116847
G42 8SU,51,25,S00114675
G42 8SX,57,28,S00114675
G13 1NX,31,22,S00116792
G13 1PU,86,30,S00116792
G13 1PX,21,9,S00116792
G13 1PY,25,7,S00116792
G44 4PS,69,27,S00115026
G31 4HB,49,15,S00117120
G20 8QT,22,9,S00113205
G14 9LQ,35,11,S00112972
G41 2JE,185,45,S00114456
G20 7JY,14,10,S00113182
G1 5PJ,76,45,S00116577
G20 9HW,35,18,S00115987
G15 6SZ,56,23,S00116906
G12 9XU,73,47,S00116780
G41 2JG,40,17,S00114452
G41 2JJ,116,32,S00114452
G12 9XJ,44,31,S00116782
G12 9XN,81,44,S00116782
G22 7HF,16,7,S00113583
G22 7HG,70,31,S00113583
G22 5QY,43,25,S00113491
G13 4NG,24,10,S00112884
G13 4NQ,38,14,S00112884
G12 0QH,98,32,S00112664
G12 0QL,28,12,S00112664
G44 4NT,74,29,S00115050
G42 8RU,16,11,S00114715
G1 1DJ,86,59,S00112169
G42 8SR,65,46,S00114678
G22 7HE,52,27,S00113603
G12 8HX,34,11,S00112538
G42 8NL,47,26,S00114729
G11 6HD,26,11,S00116729
G12 9XZ,63,39,S00116783
G13 1AA,64,36,S00116798
G12 9XG,4,3,S00112609
G13 3RW,37,17,S00112862
G11 6PG,57,31,S00112449
G53 6TE,42,23,S00117492
G53 6TF,38,17,S00117492
G44 4LZ,7,4,S00115055
G12 9TW,17,8,S00112615
G11 6EA,51,31,S00116276
G11 6DG,43,25,S00116276
G44 4NP,110,44,S00115046
G20 8PU,50,24,S00113216
G22 6LT,17,8,S00113545
G11 6DA,12,6,S00116732
G11 6DE,96,57,S00116732
G32 0AH,85,29,S00114059
G42 8RP,32,11,S00114722
G12 0NT,62,10,S00112683
G13 2HR,79,64,S00116812
G44 4JF,82,32,S00115034
G1 2TE,94,64,S00112173
G11 5RN,27,17,S00116726
G11 5RR,81,46,S00116726
G1 2TF,100,65,S00112174
G42 8RT,35,16,S00114709
G12 9AD,23,7,S00112584
G12 9AF,53,23,S00112584
G32 8TW,0,0,S00113942
G22 5QX,24,22,S00113492
G22 5QZ,41,29,S00113492
