Datazone2001Code,ScottishIndexofMultipleDeprivation2012Code
S01001727,6437
S01001728,6434
S01001729,5496
S01001730,6333
S01001731,6311
S01001732,5344
S01001733,4888
S01001734,6076
S01001735,6485
S01001736,6404
S01001737,6104
S01001738,6327
S01001739,4763
S01001740,4033
S01001741,1620
S01001742,0893
S01001743,0817
S01001744,5752
S01001745,5542
S01001746,6336
S01001747,2146
S01001748,5943
S01001749,2559
S01001750,3929
S01001751,2391
S01001752,6400
S01001753,0737
S01001754,6504
S01001755,4768
S01001756,6119
S01001757,3157
S01001758,5737
S01001759,1050
S01001760,2771
S01001761,1108
S01001762,4329
S01001763,6499
S01001764,6177
S01001765,2598
S01001766,5186
S01001767,6322
S01001768,5598
S01001769,5667
S01001770,0525
S01001771,4660
S01001772,3625
S01001773,2397
S01001774,6067
S01001775,6491
S01001776,2820
S01001777,6190
S01001778,0843
S01001779,6069
S01001780,2786
S01001781,6329
S01001782,5732
S01001783,0066
S01001784,4979
S01001785,5628
S01001786,5635
S01001787,5677
S01001788,5144
S01001789,1887
S01001790,5976
S01001791,5686
S01001792,5579
S01001793,5210
S01001794,5201
S01001795,5900
S01001796,6232
S01001797,3715
S01001798,6287
S01001799,0371
S01001800,5121
S01001801,5975
S01001802,4348
S01001803,5442
S01001804,4718
S01001805,4640
S01001806,5596
S01001807,5891
S01001808,2652
S01001809,0565
S01001810,5263
S01001811,6258
S01001812,6431
S01001813,6294
S01001814,6091
S01001815,5221
S01001816,6198
S01001817,1365
S01001818,6423
S01001819,6121
S01001820,0789
S01001821,4261
S01001822,4877
S01001823,0859
S01001824,3701
S01001825,5556
S01001826,0941
S01001827,1649
S01001828,6099
S01001829,5033
S01001830,6282
S01001831,3482
S01001832,1576
S01001833,6328
S01001834,2383
S01001835,6259
S01001836,5655
S01001837,6292
S01001838,2390
S01001839,1106
S01001840,6137
S01001841,4420
S01001842,6082
S01001843,0775
S01001844,6227
S01001845,6260
S01001846,6407
S01001847,1302
S01001848,1439
S01001849,6202
S01001850,4633
S01001851,5569
S01001852,6157
S01001853,6487
S01001854,4684
S01001855,6169
S01001856,1324
S01001857,2684
S01001858,5545
S01001859,1467
S01001860,6494
S01001861,1320
S01001862,6131
S01001863,5736
S01001864,0698
S01001865,0307
S01001866,6128
S01001867,1744
S01001868,4091
S01001869,5595
S01001870,0433
S01001871,4506
S01001872,2495
S01001873,6464
S01001874,0415
S01001875,6371
S01001876,1613
S01001877,0583
S01001878,6474
S01001879,0044
S01001880,0206
S01001881,5411
S01001882,3736
S01001883,6138
S01001884,1447
S01001885,6373
S01001886,0244
S01001887,3154
S01001888,6442
S01001889,5055
S01001890,2486
S01001891,2380
S01001892,0409
S01001893,0748
S01001894,0128
S01001895,2101
S01001896,6315
S01001897,0243
S01001898,1386
S01001899,3176
S01001900,3162
S01001901,5751
S01001902,6502
S01001903,1507
S01001904,0826
S01001905,6450
S01001906,0125
S01001907,1358
S01001908,5854
S01001909,0476
S01001910,3844
S01001911,6435
S01001912,3673
S01001913,4934
S01001914,6314
S01001915,6194
S01001916,6268
S01001917,6496
S01001918,4496
S01001919,3829
S01001920,3627
S01001921,1749
S01001922,5601
S01001923,2698
S01001924,6243
S01001925,6403
S01001926,1637
S01001927,6307
S01001928,3664
S01001929,6505
S01001930,5200
S01001931,0570
S01001932,2182
S01001933,6361
S01001934,3777
S01001935,0040
S01001936,5845
S01001937,2499
S01001938,6123
S01001939,6274
S01001940,5445
S01001941,6427
S01001942,6004
S01001943,1788
S01001944,5476
S01001945,6463
S01001946,0554
S01001947,5850
S01001948,0143
S01001949,1496
S01001950,3615
S01001951,2006
S01001952,6266
S01001953,6452
S01001954,2705
S01001955,1203
S01001956,0908
S01001957,0451
S01001958,1811
S01001959,2856
S01001960,6217
S01001961,5839
S01001962,1851
S01001963,3826
S01001964,5155
S01001965,1228
S01001966,0403
S01001967,3667
S01001968,5688
S01001969,2572
S01001970,6298
S01001971,0973
S01001972,6343
S01001973,4643
S01001974,6482
S01001975,6291
S01001976,4931
S01001977,1767
S01001978,0390
S01001979,6432
S01001980,5978
S01001981,6195
S01001982,0204
S01001983,6251
S01001984,2417
S01001985,3559
S01001986,6317
S01001987,6479
S01001988,3672
S01001989,5957
S01001990,6484
S01001991,3585
S01001992,5890
S01001993,6483
S01001994,6170
S01001995,5669
S01001996,6451
S01001997,3088
S01001998,3966
S01001999,6466
S01002000,2790
S01002001,4105
S01002002,6481
S01002003,3697
S01002004,5161
S01002005,1893
S01002006,3674
S01002007,4772
S01002008,6440
S01002009,6459
S01002010,6350
S01002011,5692
S01002012,6077
S01002013,6246
S01002014,6299
S01002015,6276
S01002016,6108
S01002017,0045
S01002018,5027
S01002019,6469
S01002020,6215
S01002021,2230
S01002022,3193
S01002023,6368
S01002024,6209
S01002025,4065
S01002026,6135
S01002027,5847
S01002028,6256
S01002029,6415
S01002030,4806
S01002031,2388
S01002032,5714
S01002033,2564
S01002034,6015
S01002035,4998
S01002036,3651
S01002037,5572
S01002038,6337
S01002039,4505
S01002040,4620
S01002041,5176
S01002042,4209
S01002043,4962
S01002044,0363
S01002045,4072
S01002046,1904
S01002047,5120
S01002048,5985
S01002049,5166
S01002050,4370
S01002051,1353
S01002052,3687
S01002053,6290
S01002054,5681
S01002055,5443
S01002056,3993
S01002057,5956
S01002058,2562
S01002059,2868
S01002060,5268
S01002061,4335
S01002062,1317
S01002063,4567
S01002064,3537
S01002065,5360
S01002066,3408
S01002067,4938
S01002068,3165
S01002069,5355
S01002070,3523
S01002071,5282
S01002072,6075
S01002073,2555
S01002074,6211
S01002075,5150
S01002076,2888
S01002077,5892
S01002078,4560
S01002079,2498
S01002080,6020
S01002081,3393
S01002082,5649
S01002083,1253
S01002084,4623
S01002085,4983
S01002086,3355
S01002087,2131
S01002088,4644
S01002089,6449
S01002090,4205
S01002091,3140
S01002092,5773
S01002093,3587
S01002094,2917
S01002095,6285
S01002096,6429
S01002097,6338
S01002098,4174
S01002099,5897
S01002100,4451
S01002101,1270
S01002102,1215
S01002103,5995
S01002104,1852
S01002105,6324
S01002106,3880
S01002107,5284
S01002108,2531
S01002109,4593
S01002110,6438
S01002111,6196
S01002112,4799
S01002113,6272
S01002114,6335
S01002115,6397
S01002116,3363
S01002117,2860
S01002118,2298
S01002119,2796
S01002120,5300
S01002121,4145
S01002122,6288
S01002123,6204
S01002124,5562
S01002125,4889
S01002126,5949
S01002127,4255
S01002128,4957
S01002129,1842
S01002130,5440
S01002131,2964
S01002132,4484
S01002133,6184
S01002134,6072
S01002135,6453
S01002136,6134
S01002137,4273
S01002138,2144
S01002139,5869
S01002140,1413
S01002141,3313
S01002142,5154
S01002143,4423
S01002144,6445
S01002145,6448
S01002146,4532
S01002147,2354
S01002148,6473
S01002149,1489
S01002150,4738
S01002151,3257
S01002152,6286
S01002153,6166
S01002154,1407
S01002155,1297
S01002156,5689
S01002157,6497
S01002158,6456
S01002159,3727
S01002160,1720
S01002161,3197
S01002162,3546
S01002163,3319
S01002164,2285
S01002165,4546
S01002166,6468
S01002167,2294
S01002168,4114
S01002169,6222
S01002170,2073
S01002171,4063
S01002172,5506
S01002173,5437
S01002174,5081
S01002175,5131
S01002176,3760
S01002177,6425
S01002178,5721
S01002179,6186
S01002180,5997
S01002181,3413
S01002182,5685
S01002183,3759
S01002184,6332
S01002185,1298
S01002186,5884
S01002187,6410
S01002188,6118
S01002189,3508
S01002190,5415
S01002191,0438
S01002192,2950
S01002193,6500
S01002194,3124
S01002195,5359
S01002196,5188
S01002197,3144
S01002198,4036
S01002199,5587
S01002200,6498
S01002201,6283
S01002202,5856
S01002203,5701
S01002204,1075
S01002205,5908
S01002206,3470
S01002207,5521
S01002208,6352
S01002209,3980
S01002210,6339
S01002211,0184
S01002212,1382
S01002213,3017
S01002214,6226
S01002215,5814
S01002216,2596
S01002217,3538
S01002218,6173
S01002219,6301
S01002220,5898
S01002221,2734
S01002222,6379
S01002223,6105
S01002224,6021
S01002225,5499
S01002226,6041
S01002227,0709
S01002228,4710
S01002229,5766
S01002230,5057
S01002231,6426
S01002232,1829
S01002233,2245
S01002234,3023
S01002235,4863
S01002236,1810
S01002237,4635
S01002238,0670
S01002239,0270
S01002240,1734
S01002241,1211
S01002242,6164
S01002243,3949
S01002244,4295
S01002245,5606
S01002246,2968
S01002247,0879
S01002248,6367
S01002249,1881
S01002250,5551
S01002251,6231
S01002252,4459
S01002253,2173
S01002254,3261
S01002255,3294
S01002256,6254
S01002257,4061
S01002258,2529
S01002259,3575
S01002260,6055
S01002261,5105
S01002262,5330
S01002263,6253
S01002264,4123
S01002265,1195
S01002266,1791
S01002267,1610
S01002268,5924
S01002269,5738
S01002270,2723
S01002271,5149
S01002272,5488
S01002273,2677
S01002274,2404
S01002275,1204
S01002276,6305
S01002277,0627
S01002278,0467
S01002279,0313
S01002280,5880
S01002281,0261
S01002282,0545
S01002283,5561
S01002284,3340
S01002285,0786
S01002286,5148
S01002287,6140
S01002288,2768
S01002289,1449
S01002290,0837
S01002291,0046
S01002292,1638
S01002293,2920
S01002294,6030
S01002295,6085
S01002296,2305
S01002297,3400
S01002298,5813
S01002299,5515
S01002300,6492
S01002301,2639
S01002302,0575
S01002303,1575
S01002304,3401
S01002305,0568
S01002306,2623
S01002307,4086
S01002308,6125
S01002309,1161
S01002310,0241
S01002311,6277
S01002312,0414
S01002313,6094
S01002314,5381
S01002315,5901
S01002316,6433
S01002317,2772
S01002318,1425
S01002319,0804
S01002320,6078
S01002321,0102
S01002322,3745
S01002323,4119
S01002324,0180
S01002325,2366
S01002326,2218
S01002327,4297
S01002328,5377
S01002329,5247
S01002330,3820
S01002331,3516
S01002332,6200
S01002333,6212
S01002334,6346
S01002335,4992
S01002336,6183
S01002337,5664
S01002338,2021
S01002339,2686
S01002340,2743
S01002341,3246
S01002342,2180
S01002343,2295
S01002344,2903
S01002345,2850
S01002346,3121
S01002347,2813
S01002348,2754
S01002349,2607
S01002350,2044
S01002351,2141
S01002352,2162
S01002353,3254
S01002354,3741
S01002355,2561
S01002356,2236
S01002357,3958
S01002358,2381
S01002359,2583
S01002360,2841
S01002361,2784
S01002362,3002
S01002363,3521
S01002364,1692
S01002365,2640
S01002366,3044
S01002367,3199
S01002368,3524
S01002369,2571
S01002370,2064
S01002371,3486
S01002372,2277
S01002373,2861
S01002374,2902
S01002375,1511
S01002376,2262
S01002377,0907
S01002378,4361
S01002379,2364
S01002380,2849
S01002381,2123
S01002382,0765
S01002383,5728
S01002384,2368
S01002385,1423
S01002386,4485
S01002387,4953
S01002388,5857
S01002389,5543
S01002390,4545
S01002391,5434
S01002392,5162
S01002393,5888
S01002394,3062
S01002395,4843
S01002396,3366
S01002397,5653
S01002398,5817
S01002399,2323
S01002400,5755
S01002401,6089
S01002402,0944
S01002403,0988
S01002404,5202
S01002405,5734
S01002406,1687
S01002407,2315
S01002408,2142
S01002409,5019
S01002410,5500
S01002411,4111
S01002412,4800
S01002413,3514
S01002414,0759
S01002415,1830
S01002416,5382
S01002417,4735
S01002418,2335
S01002419,6393
S01002420,2111
S01002421,5760
S01002422,6218
S01002423,4272
S01002424,3580
S01002425,2511
S01002426,2147
S01002427,4350
S01002428,2643
S01002429,1011
S01002430,5050
S01002431,2080
S01002432,4780
S01002433,3080
S01002434,2307
S01002435,1908
S01002436,1717
S01002437,3763
S01002438,1797
S01002439,2461
S01002440,2748
S01002441,6261
S01002442,2944
S01002443,1798
S01002444,0398
S01002445,1956
S01002446,4631
S01002447,1974
S01002448,1040
S01002449,5069
S01002450,1189
S01002451,3013
S01002452,1704
S01002453,4837
S01002454,4409
S01002455,4176
S01002456,1245
S01002457,1661
S01002458,1181
S01002459,1238
S01002460,0638
S01002461,6465
S01002462,2039
S01002463,1190
S01002464,1941
S01002465,5929
S01002466,3026
S01002467,2514
S01002468,1345
S01002469,2494
S01002470,2360
S01002471,2755
S01002472,0445
S01002473,1410
S01002474,1866
S01002475,2140
S01002476,5228
S01002477,2892
S01002478,2957
S01002479,1348
S01002480,2569
S01002481,2251
S01002482,0651
S01002483,0250
S01002484,1779
S01002485,5143
S01002486,1282
S01002487,1959
S01002488,0348
S01002489,1412
S01002490,2712
S01002491,1922
S01002492,5325
S01002493,3437
S01002494,5092
S01002495,1644
S01002496,3960
S01002497,1531
S01002498,5916
S01002499,1325
S01002500,1515
S01002501,5103
S01002502,0763
S01002503,3337
S01002504,3561
S01002505,1529
S01002506,3256
S01002507,2854
S01002508,6416
S01002509,3308
S01002510,4895
S01002511,5346
S01002512,1559
S01002513,5849
S01002514,2122
S01002515,1192
S01002516,4774
S01002517,2831
S01002518,5243
S01002519,0223
S01002520,0253
S01002521,2435
S01002522,5114
S01002523,6351
S01002524,4518
S01002525,0862
S01002526,5866
S01002527,6052
S01002528,4458
S01002529,0874
S01002530,2088
S01002531,2887
S01002532,2694
S01002533,0752
S01002534,2207
S01002535,3399
S01002536,0460
S01002537,1378
S01002538,5588
S01002539,1578
S01002540,1213
S01002541,4891
S01002542,4797
S01002543,0200
S01002544,2900
S01002545,2276
S01002546,3717
S01002547,4629
S01002548,3271
S01002549,6185
S01002550,6199
S01002551,3712
S01002552,2463
S01002553,3567
S01002554,6421
S01002555,4413
S01002556,1589
S01002557,2941
S01002558,2355
S01002559,5730
S01002560,3357
S01002561,2001
S01002562,3605
S01002563,3570
S01002564,5582
S01002565,5309
S01002566,6355
S01002567,5855
S01002568,3419
S01002569,3273
S01002570,3814
S01002571,2134
S01002572,5402
S01002573,4289
S01002574,2595
S01002575,2727
S01002576,5836
S01002577,0823
S01002578,6409
S01002579,5444
S01002580,0898
S01002581,6382
S01002582,2512
S01002583,2627
S01002584,3141
S01002585,4675
S01002586,3371
S01002587,5394
S01002588,6344
S01002589,5870
S01002590,6493
S01002591,2515
S01002592,1914
S01002593,2099
S01002594,6313
S01002595,3018
S01002596,6097
S01002597,3003
S01002598,4025
S01002599,3290
S01002600,6374
S01002601,2832
S01002602,4244
S01002603,1155
S01002604,5889
S01002605,3565
S01002606,2392
S01002607,2951
S01002608,5782
S01002609,2377
S01002610,3114
S01002611,4198
S01002612,5348
S01002613,5988
S01002614,5564
S01002615,3545
S01002616,5472
S01002617,1140
S01002618,0771
S01002619,4881
S01002620,1802
S01002621,5666
S01002622,5514
S01002623,5546
S01002624,5966
S01002625,5335
S01002626,1041
S01002627,5583
S01002628,5914
S01002629,5066
S01002630,3070
S01002631,5314
S01002632,3533
S01002633,3729
S01002634,5119
S01002635,5578
S01002636,4007
S01002637,2235
S01002638,1563
S01002639,5421
S01002640,5003
S01002641,5122
S01002642,2232
S01002643,1714
S01002644,3557
S01002645,1434
S01002646,4220
S01002647,0425
S01002648,4625
S01002649,1368
S01002650,5796
S01002651,1416
S01002652,4981
S01002653,2239
S01002654,2438
S01002655,0228
S01002656,0537
S01002657,4752
S01002658,3375
S01002659,5111
S01002660,1690
S01002661,3113
S01002662,3708
S01002663,5761
S01002664,6024
S01002665,2492
S01002666,3597
S01002667,0951
S01002668,3902
S01002669,3171
S01002670,6280
S01002671,2118
S01002672,0470
S01002673,1675
S01002674,2938
S01002675,5920
S01002676,3951
S01002677,0836
S01002678,5877
S01002679,1284
S01002680,3369
S01002681,4054
S01002682,0899
S01002683,3900
S01002684,2503
S01002685,0354
S01002686,4860
S01002687,4167
S01002688,5237
S01002689,6059
S01002690,5875
S01002691,5040
S01002692,4162
S01002693,4959
S01002694,1109
S01002695,3961
S01002696,3362
S01002697,4527
S01002698,3409
S01002699,1568
S01002700,0782
S01002701,5238
S01002702,1451
S01002703,2803
S01002704,3205
S01002705,1777
S01002706,1269
S01002707,1384
S01002708,2648
S01002709,0727
S01002710,4349
S01002711,1695
S01002712,2733
S01002713,0458
S01002714,1130
S01002715,1497
S01002716,5182
S01002717,5371
S01002718,0935
S01002719,2341
S01002720,5944
S01002721,0984
S01002722,2177
S01002723,1944
S01002724,2509
S01002725,2919
S01002726,4999
S01002727,4967
S01002728,1884
S01002729,5454
S01002730,2592
S01002731,2110
S01002732,3416
S01002733,4994
S01002734,1968
S01002735,3739
S01002736,3291
S01002737,4039
S01002738,3574
S01002739,4462
S01002740,5619
S01002741,3828
S01002742,2057
S01002743,0904
S01002744,5771
S01002745,0708
S01002746,2958
S01002747,1636
S01002748,1918
S01002749,0956
S01002750,0644
S01002751,1239
S01002752,2192
S01002753,5469
S01002754,4141
S01002755,0442
S01002756,1222
S01002757,3056
S01002758,1258
S01002759,1183
S01002760,1754
S01002761,1250
S01002762,0600
S01002763,1980
S01002764,0922
S01002765,0162
S01002766,0964
S01002767,3476
S01002768,3243
S01002769,2932
S01002770,2412
S01002771,1094
S01002772,3147
S01002773,2649
S01002774,1579
S01002775,0530
S01002776,2878
S01002777,2082
S01002778,0564
S01002779,0082
S01002780,0616
S01002781,2845
S01002782,1432
S01002783,1886
S01002784,2243
S01002785,0919
S01002786,5380
S01002787,2806
S01002788,3956
S01002789,5712
S01002790,1074
S01002791,0593
S01002792,3346
S01002793,0745
S01002794,1876
S01002795,5802
S01002796,3723
S01002797,6056
S01002798,1061
S01002799,1193
S01002800,5528
S01002801,1102
S01002802,5157
S01002803,2720
S01002804,2224
S01002805,1491
S01002806,4135
S01002807,1757
S01002808,1047
S01002809,1376
S01002810,1958
S01002811,2777
S01002812,3700
S01002813,1206
S01002814,1621
S01002815,0809
S01002816,1458
S01002817,1171
S01002818,2527
S01002819,0194
S01002820,0896
S01002821,0929
S01002822,0716
S01002823,0454
S01002824,3148
S01002825,0909
S01002826,1817
S01002827,1268
S01002828,2521
S01002829,1372
S01002830,1292
S01002831,2504
S01002832,2741
S01002833,4344
S01002834,1532
S01002835,1713
S01002836,1911
S01002837,0679
S01002838,1430
S01002839,0778
S01002840,2612
S01002841,5435
S01002842,0314
S01002843,0331
S01002844,4213
S01002845,1323
S01002846,4352
S01002847,3628
S01002848,2197
S01002849,2611
S01002850,1483
S01002851,4552
S01002852,1277
S01002853,0455
S01002854,1606
S01002855,0337
S01002856,0193
S01002857,4706
S01002858,5318
S01002859,0820
S01002860,3208
S01002861,2087
S01002862,1902
S01002863,1504
S01002864,0436
S01002865,2602
S01002866,0842
S01002867,4291
S01002868,0798
S01002869,2700
S01002870,3063
S01002871,2717
S01002872,2170
S01002873,2095
S01002874,1516
S01002875,1342
S01002876,0711
S01002877,0972
S01002878,2550
S01002879,2942
S01002880,4630
S01002881,1933
S01002882,0982
S01002883,2343
S01002884,2535
S01002885,4840
S01002886,1892
S01002887,2072
S01002888,4946
S01002889,0785
S01002890,0848
S01002891,2638
S01002892,2603
S01002893,2445
S01002894,4757
S01002895,0682
S01002896,4165
S01002897,1100
S01002898,3725
S01002899,6127
S01002900,1144
S01002901,2308
S01002902,3028
S01002903,1093
S01002904,4626
S01002905,3163
S01002906,2317
S01002907,3295
S01002908,5750
S01002909,2921
S01002910,1888
S01002911,1178
S01002912,5273
S01002913,5332
S01002914,0704
S01002915,1867
S01002916,0630
S01002917,5801
S01002918,5298
S01002919,0714
S01002920,3990
S01002921,4277
S01002922,1688
S01002923,3161
S01002924,3968
S01002925,2911
S01002926,1508
S01002927,1667
S01002928,6093
S01002929,1470
S01002930,4004
S01002931,1925
S01002932,5185
S01002933,4378
S01002934,1406
S01002935,2440
S01002936,5639
S01002937,5086
S01002938,2567
S01002939,4605
S01002940,4038
S01002941,3838
S01002942,3943
S01002943,5252
S01002944,3972
S01002945,4941
S01002946,3914
S01002947,4530
S01002948,4131
S01002949,3207
S01002950,3905
S01002951,5609
S01002952,4019
S01002953,4582
S01002954,3988
S01002955,3898
S01002956,3794
S01002957,4828
S01002958,5164
S01002959,4396
S01002960,4501
S01002961,4117
S01002962,2822
S01002963,2580
S01002964,4471
S01002965,4531
S01002966,2809
S01002967,4466
S01002968,4733
S01002969,5910
S01002970,5236
S01002971,5735
S01002972,2817
S01002973,5428
S01002974,4525
S01002975,2636
S01002976,0886
S01002977,4017
S01002978,4898
S01002979,4315
S01002980,3259
S01002981,6192
S01002982,6264
S01002983,3122
S01002984,5316
S01002985,6495
S01002986,3284
S01002987,4196
S01002988,4446
S01002989,2437
S01002990,5860
S01002991,6207
S01002992,5979
S01002993,5536
S01002994,6349
S01002995,6248
S01002996,6385
S01002997,6269
S01002998,3424
S01002999,6342
S01003000,5294
S01003001,4060
S01003002,2779
S01003003,3638
S01003004,4256
S01003005,4810
S01003006,5531
S01003007,4128
S01003008,5873
S01003009,3520
S01003010,5009
S01003011,5552
S01003012,5130
S01003013,5389
S01003014,5599
S01003015,4874
S01003016,6102
S01003017,5391
S01003018,5011
S01003019,2114
S01003020,3103
S01003021,5196
S01003022,4832
S01003023,5128
S01003024,3590
S01003025,4963
S01003026,0920
S01003027,5378
S01003028,0122
S01003029,0392
S01003030,0533
S01003031,3870
S01003032,0523
S01003033,0345
S01003034,3175
S01003035,0295
S01003036,0056
S01003037,3997
S01003038,4057
S01003039,0614
S01003040,0609
S01003041,3930
S01003042,0062
S01003043,0022
S01003044,0064
S01003045,0334
S01003046,1266
S01003047,0132
S01003048,0280
S01003049,0074
S01003050,5407
S01003051,1287
S01003052,0264
S01003053,2624
S01003054,1414
S01003055,0222
S01003056,0260
S01003057,2369
S01003058,1364
S01003059,5659
S01003060,1205
S01003061,5046
S01003062,2132
S01003063,2258
S01003064,0174
S01003065,3180
S01003066,6050
S01003067,4163
S01003068,6054
S01003069,2166
S01003070,2092
S01003071,5694
S01003072,0551
S01003073,3194
S01003074,5886
S01003075,1999
S01003076,0014
S01003077,1027
S01003078,3596
S01003079,4728
S01003080,2930
S01003081,4851
S01003082,0230
S01003083,0405
S01003084,0368
S01003085,5485
S01003086,3864
S01003087,3275
S01003088,0092
S01003089,5047
S01003090,2260
S01003091,3211
S01003092,1857
S01003093,0635
S01003094,2488
S01003095,6380
S01003096,3883
S01003097,2297
S01003098,1545
S01003099,0335
S01003100,2287
S01003101,0953
S01003102,4294
S01003103,5410
S01003104,0705
S01003105,2873
S01003106,5613
S01003107,0286
S01003108,1399
S01003109,5729
S01003110,5996
S01003111,0188
S01003112,4613
S01003113,4792
S01003114,3639
S01003115,4267
S01003116,1738
S01003117,2067
S01003118,1420
S01003119,3223
S01003120,4965
S01003121,0304
S01003122,2091
S01003123,3730
S01003124,4208
S01003125,3618
S01003126,1834
S01003127,2865
S01003128,1387
S01003129,3436
S01003130,2904
S01003131,4037
S01003132,0834
S01003133,5099
S01003134,1010
S01003135,1582
S01003136,3519
S01003137,3427
S01003138,1173
S01003139,5077
S01003140,0088
S01003141,5305
S01003142,0503
S01003143,2586
S01003144,1157
S01003145,1528
S01003146,3495
S01003147,1580
S01003148,1942
S01003149,3328
S01003150,0459
S01003151,2231
S01003152,1415
S01003153,5827
S01003154,2451
S01003155,5630
S01003156,2774
S01003157,2301
S01003158,0346
S01003159,0761
S01003160,0290
S01003161,1362
S01003162,0806
S01003163,5682
S01003164,2728
S01003165,1845
S01003166,3841
S01003167,0452
S01003168,4652
S01003169,3499
S01003170,4136
S01003171,4744
S01003172,2187
S01003173,3098
S01003174,2226
S01003175,0695
S01003176,2070
S01003177,4355
S01003178,1273
S01003179,2641
S01003180,4507
S01003181,0439
S01003182,0293
S01003183,2283
S01003184,0105
S01003185,0427
S01003186,4770
S01003187,3234
S01003188,1170
S01003189,1960
S01003190,0361
S01003191,1159
S01003192,1482
S01003193,3692
S01003194,0153
S01003195,3107
S01003196,4345
S01003197,3912
S01003198,0639
S01003199,1521
S01003200,1475
S01003201,1334
S01003202,0218
S01003203,1452
S01003204,0801
S01003205,0087
S01003206,0488
S01003207,2193
S01003208,0038
S01003209,2584
S01003210,4395
S01003211,2508
S01003212,4126
S01003213,0897
S01003214,1019
S01003215,0881
S01003216,1689
S01003217,0037
S01003218,1712
S01003219,2715
S01003220,1796
S01003221,0362
S01003222,2195
S01003223,0242
S01003224,5151
S01003225,0155
S01003226,0227
S01003227,2274
S01003228,0813
S01003229,5695
S01003230,2234
S01003231,0865
S01003232,0084
S01003233,5366
S01003234,4765
S01003235,2418
S01003236,2246
S01003237,0606
S01003238,1773
S01003239,1291
S01003240,3440
S01003241,4391
S01003242,1885
S01003243,1841
S01003244,0443
S01003245,0215
S01003246,0072
S01003247,0553
S01003248,0544
S01003249,1001
S01003250,1938
S01003251,0085
S01003252,4866
S01003253,0005
S01003254,0119
S01003255,1337
S01003256,0195
S01003257,3387
S01003258,4487
S01003259,3094
S01003260,5146
S01003261,4850
S01003262,0449
S01003263,0297
S01003264,2150
S01003265,2634
S01003266,1196
S01003267,0693
S01003268,1878
S01003269,0370
S01003270,0238
S01003271,1117
S01003272,0384
S01003273,0034
S01003274,0089
S01003275,0882
S01003276,5324
S01003277,1446
S01003278,2907
S01003279,0007
S01003280,2024
S01003281,0649
S01003282,4513
S01003283,3859
S01003284,0840
S01003285,1591
S01003286,1017
S01003287,0423
S01003288,4932
S01003289,0831
S01003290,0652
S01003291,0296
S01003292,3691
S01003293,0108
S01003294,1092
S01003295,4173
S01003296,0024
S01003297,0176
S01003298,2338
S01003299,0266
S01003300,2510
S01003301,0197
S01003302,0185
S01003303,1552
S01003304,2501
S01003305,2035
S01003306,0975
S01003307,0499
S01003308,0924
S01003309,0058
S01003310,1352
S01003311,4705
S01003312,0856
S01003313,0077
S01003314,0042
S01003315,2252
S01003316,0934
S01003317,2139
S01003318,4073
S01003319,5108
S01003320,3119
S01003321,3689
S01003322,1003
S01003323,4589
S01003324,1562
S01003325,2955
S01003326,0567
S01003327,0967
S01003328,2928
S01003329,1656
S01003330,5317
S01003331,0231
S01003332,0818
S01003333,0356
S01003334,1031
S01003335,1443
S01003336,0129
S01003337,0025
S01003338,2312
S01003339,1927
S01003340,0650
S01003341,4852
S01003342,0151
S01003343,0121
S01003344,2593
S01003345,1300
S01003346,0589
S01003347,0033
S01003348,2333
S01003349,0541
S01003350,1105
S01003351,0508
S01003352,0283
S01003353,0273
S01003354,0277
S01003355,1276
S01003356,0146
S01003357,0471
S01003358,1847
S01003359,5100
S01003360,1670
S01003361,0581
S01003362,0579
S01003363,0726
S01003364,0248
S01003365,0741
S01003366,4833
S01003367,0035
S01003368,4919
S01003369,0400
S01003370,3868
S01003371,3272
S01003372,0373
S01003373,0555
S01003374,0199
S01003375,1537
S01003376,0049
S01003377,0767
S01003378,0750
S01003379,0010
S01003380,2936
S01003381,1651
S01003382,2773
S01003383,1226
S01003384,0715
S01003385,3292
S01003386,0420
S01003387,0399
S01003388,0177
S01003389,0175
S01003390,0036
S01003391,0169
S01003392,2292
S01003393,0808
S01003394,0760
S01003395,2990
S01003396,0424
S01003397,0027
S01003398,0341
S01003399,4029
S01003400,0805
S01003401,0012
S01003402,0011
S01003403,2036
S01003404,0078
S01003405,0849
S01003406,1880
S01003407,1409
S01003408,1051
S01003409,2353
S01003410,2834
S01003411,0406
S01003412,0733
S01003413,1076
S01003414,0158
S01003415,2065
S01003416,0165
S01003417,2629
S01003418,0134
S01003419,0055
S01003420,0739
S01003421,0217
S01003422,1077
S01003423,4169
S01003424,0166
S01003425,3733
S01003426,1574
S01003427,0645
S01003428,0053
S01003429,5589
S01003430,3155
S01003431,0385
S01003432,4153
S01003433,3788
S01003434,0118
S01003435,0090
S01003436,1590
S01003437,4736
S01003438,4899
S01003439,0216
S01003440,0795
S01003441,0124
S01003442,0602
S01003443,0332
S01003444,0030
S01003445,0985
S01003446,3577
S01003447,2513
S01003448,1209
S01003449,3203
S01003450,0866
S01003451,2879
S01003452,2400
S01003453,4924
S01003454,1539
S01003455,0020
S01003456,0071
S01003457,0357
S01003458,1244
S01003459,0444
S01003460,3800
S01003461,1789
S01003462,0149
S01003463,1351
S01003464,3706
S01003465,3709
S01003466,0868
S01003467,0615
S01003468,2758
S01003469,1243
S01003470,2466
S01003471,0091
S01003472,0992
