Datazone2001Code,ScottishIndexofMultipleDeprivation2012Code
S01003473,1471
S01003474,4893
S01003475,1571
S01003476,2284
S01003477,2745
S01003478,2190
S01003479,3512
S01003480,0220
S01003481,2402
S01003482,0113
S01003483,0447
S01003484,3507
S01003485,5242
S01003486,0123
S01003487,2890
S01003488,0477
S01003489,0083
S01003490,0917
S01003491,3043
S01003492,1752
S01003493,0327
S01003494,0999
S01003495,1281
S01003496,3614
S01003497,4368
S01003498,1166
S01003499,2293
S01003500,0234
S01003501,3703
S01003502,1456
S01003503,5622
S01003504,4559
S01003505,3453
S01003506,4677
S01003507,4961
S01003508,0432
S01003509,6417
S01003510,1894
S01003511,6147
S01003512,0347
S01003513,5177
S01003514,5107
S01003515,0094
S01003516,3686
S01003517,3599
S01003518,0643
S01003519,0402
S01003520,4975
S01003521,5015
S01003522,5269
S01003523,0561
S01003524,5591
S01003525,5663
S01003526,5384
S01003527,5749
S01003528,2665
S01003529,4596
S01003530,5383
S01003531,0408
S01003532,4432
S01003533,2814
S01003534,1708
S01003535,1597
S01003536,6480
S01003537,1349
S01003538,0702
S01003539,6240
S01003540,0258
S01003541,0976
S01003542,5339
S01003543,0355
S01003544,5937
S01003545,6356
S01003546,0232
S01003547,3117
S01003548,2332
S01003549,0181
S01003550,4270
S01003551,0566
S01003552,6370
S01003553,0067
S01003554,5261
S01003555,6098
S01003556,6319
S01003557,0140
S01003558,6408
S01003559,5926
S01003560,5955
S01003561,0681
S01003562,0135
S01003563,0421
S01003564,0003
S01003565,0202
S01003566,3907
S01003567,0098
S01003568,6334
S01003569,5671
S01003570,5837
S01003571,0730
S01003572,0167
S01003573,0590
S01003574,5259
S01003575,0802
S01003576,5224
S01003577,0790
S01003578,0678
S01003579,0026
S01003580,1073
S01003581,2855
S01003582,0002
S01003583,0229
S01003584,0506
S01003585,0707
S01003586,1033
S01003587,6387
S01003588,4022
S01003589,6366
S01003590,0515
S01003591,6132
S01003592,0685
S01003593,1945
S01003594,5981
S01003595,0029
S01003596,0073
S01003597,5841
S01003598,1187
S01003599,1013
S01003600,0076
S01003601,0178
S01003602,1227
S01003603,0208
S01003604,0838
S01003605,0259
S01003606,1034
S01003607,1388
S01003608,1527
S01003609,5062
S01003610,0485
S01003611,0254
S01003612,4742
S01003613,3890
S01003614,3253
S01003615,0854
S01003616,5544
S01003617,0060
S01003618,2976
S01003619,0207
S01003620,5172
S01003621,0528
S01003622,1794
S01003623,5351
S01003624,0556
S01003625,1906
S01003626,4182
S01003627,0150
S01003628,0683
S01003629,0249
S01003630,1085
S01003631,4021
S01003632,4926
S01003633,2425
S01003634,0343
S01003635,1123
S01003636,0329
S01003637,2242
S01003638,3913
S01003639,1186
S01003640,0350
S01003641,4598
S01003642,1753
S01003643,1728
S01003644,0267
S01003645,1724
S01003646,0103
S01003647,2161
S01003648,2847
S01003649,2963
S01003650,0252
S01003651,1224
S01003652,0792
S01003653,0050
S01003654,0540
S01003655,0539
S01003656,0659
S01003657,0446
S01003658,2960
S01003659,3711
S01003660,5557
S01003661,5076
S01003662,1032
S01003663,0190
S01003664,0628
S01003665,0019
S01003666,0016
S01003667,3389
S01003668,1967
S01003669,0911
S01003670,0262
S01003671,1438
S01003672,0048
S01003673,0051
S01003674,1279
S01003675,4984
S01003676,3431
S01003677,0811
S01003678,1071
S01003679,0552
S01003680,0189
S01003681,1722
S01003682,3804
S01003683,2288
S01003684,1367
S01003685,1682
S01003686,1129
S01003687,0018
S01003688,1136
S01003689,0168
S01003690,0173
S01003691,2549
S01003692,1328
S01003693,0968
S01003694,2933
S01003695,1246
S01003696,1132
S01003697,5392
S01003698,2145
S01003699,4607
S01003700,1600
S01003701,0317
S01003702,0156
S01003703,0654
S01003704,0272
S01003705,0182
S01003706,0068
S01003707,0154
S01003708,0013
S01003709,0006
S01003710,0461
S01003711,0081
S01003712,0407
S01003713,0538
S01003714,1112
S01003715,2500
S01003716,0186
S01003717,0099
S01003718,0302
S01003719,3634
S01003720,4069
S01003721,3775
S01003722,2058
S01003723,4522
S01003724,2152
S01003725,3635
S01003726,3698
S01003727,2532
S01003728,3242
S01003729,2541
S01003730,0994
S01003731,1623
S01003732,4585
S01003733,1735
S01003734,3160
S01003735,4159
S01003736,2075
S01003737,2787
S01003738,5512
S01003739,3613
S01003740,2749
S01003741,3252
S01003742,4512
S01003743,3309
S01003744,4249
S01003745,4191
S01003746,3129
S01003747,4200
S01003748,5295
S01003749,4483
S01003750,3808
S01003751,4377
S01003752,3423
S01003753,4330
S01003754,3500
S01003755,3766
S01003756,4175
S01003757,3475
S01003758,2554
S01003759,3857
S01003760,4760
S01003761,2487
S01003762,4181
S01003763,2406
S01003764,3649
S01003765,2747
S01003766,4422
S01003767,4650
S01003768,3484
S01003769,4418
S01003770,4519
S01003771,4177
S01003772,4325
S01003773,2979
S01003774,4210
S01003775,4408
S01003776,3582
S01003777,3388
S01003778,4081
S01003779,3848
S01003780,4332
S01003781,5104
S01003782,3896
S01003783,2530
S01003784,5334
S01003785,4790
S01003786,5416
S01003787,5226
S01003788,4804
S01003789,5950
S01003790,2086
S01003791,4099
S01003792,4454
S01003793,1127
S01003794,3350
S01003795,4521
S01003796,0796
S01003797,2658
S01003798,5774
S01003799,6038
S01003800,2206
S01003801,2906
S01003802,4537
S01003803,4825
S01003804,2539
S01003805,1993
S01003806,3076
S01003807,6122
S01003808,2547
S01003809,2336
S01003810,4803
S01003811,5555
S01003812,1534
S01003813,5876
S01003814,6064
S01003815,2708
S01003816,5459
S01003817,1110
S01003818,1833
S01003819,4398
S01003820,4969
S01003821,2416
S01003822,2459
S01003823,4468
S01003824,3547
S01003825,4499
S01003826,2910
S01003827,4236
S01003828,4194
S01003829,1910
S01003830,2074
S01003831,4873
S01003832,3734
S01003833,1280
S01003834,3233
S01003835,4829
S01003836,2870
S01003837,1581
S01003838,3564
S01003839,0949
S01003840,5647
S01003841,2597
S01003842,4500
S01003843,4885
S01003844,6216
S01003845,0821
S01003846,3591
S01003847,3626
S01003848,5765
S01003849,0298
S01003850,4916
S01003851,5742
S01003852,4861
S01003853,0479
S01003854,3603
S01003855,0519
S01003856,2019
S01003857,3931
S01003858,2489
S01003859,6443
S01003860,0032
S01003861,5010
S01003862,0106
S01003863,5974
S01003864,4538
S01003865,3240
S01003866,3402
S01003867,2219
S01003868,5080
S01003869,3863
S01003870,4388
S01003871,3334
S01003872,4148
S01003873,3394
S01003874,4510
S01003875,4464
S01003876,4819
S01003877,4754
S01003878,1726
S01003879,5075
S01003880,4235
S01003881,4883
S01003882,1481
S01003883,4252
S01003884,1478
S01003885,2767
S01003886,2819
S01003887,1463
S01003888,4944
S01003889,4271
S01003890,6310
S01003891,5293
S01003892,3093
S01003893,5283
S01003894,2620
S01003895,5044
S01003896,6065
S01003897,5112
S01003898,5971
S01003899,4274
S01003900,4570
S01003901,4146
S01003902,4263
S01003903,4367
S01003904,2851
S01003905,4731
S01003906,3250
S01003907,0867
S01003908,2973
S01003909,5777
S01003910,2137
S01003911,1991
S01003912,4319
S01003913,4357
S01003914,2374
S01003915,2804
S01003916,4486
S01003917,3707
S01003918,3908
S01003919,1831
S01003920,2682
S01003921,2371
S01003922,0970
S01003923,1486
S01003924,0375
S01003925,2971
S01003926,0688
S01003927,3825
S01003928,1133
S01003929,2630
S01003930,2334
S01003931,1517
S01003932,4232
S01003933,3209
S01003934,3016
S01003935,1219
S01003936,3932
S01003937,0797
S01003938,3910
S01003939,3539
S01003940,1854
S01003941,3377
S01003942,2446
S01003943,2375
S01003944,3710
S01003945,5822
S01003946,3661
S01003947,3967
S01003948,3740
S01003949,3115
S01003950,4392
S01003951,4465
S01003952,3555
S01003953,3474
S01003954,3315
S01003955,4193
S01003956,4933
S01003957,3391
S01003958,3623
S01003959,3167
S01003960,2846
S01003961,3228
S01003962,2517
S01003963,3677
S01003964,4374
S01003965,3189
S01003966,2824
S01003967,3289
S01003968,2138
S01003969,1799
S01003970,3269
S01003971,1301
S01003972,2351
S01003973,3135
S01003974,3015
S01003975,3795
S01003976,0578
S01003977,0288
S01003978,0918
S01003979,2588
S01003980,3906
S01003981,2619
S01003982,3251
S01003983,4443
S01003984,1231
S01003985,0404
S01003986,1668
S01003987,4242
S01003988,2750
S01003989,2988
S01003990,2800
S01003991,3297
S01003992,3714
S01003993,3773
S01003994,2815
S01003995,3884
S01003996,3998
S01003997,1339
S01003998,3412
S01003999,3801
S01004000,2066
S01004001,2337
S01004002,2313
S01004003,3928
S01004004,2476
S01004005,4449
S01004006,4692
S01004007,1564
S01004008,3172
S01004009,5132
S01004010,3724
S01004011,4276
S01004012,4324
S01004013,4683
S01004014,5934
S01004015,5605
S01004016,4859
S01004017,5397
S01004018,5193
S01004019,5493
S01004020,3568
S01004021,5632
S01004022,4553
S01004023,3889
S01004024,2502
S01004025,0921
S01004026,1655
S01004027,1198
S01004028,0512
S01004029,1200
S01004030,0498
S01004031,1072
S01004032,0411
S01004033,0661
S01004034,2939
S01004035,1558
S01004036,0386
S01004037,2792
S01004038,0991
S01004039,0294
S01004040,3177
S01004041,0665
S01004042,0115
S01004043,3462
S01004044,0237
S01004045,0621
S01004046,0546
S01004047,0800
S01004048,1421
S01004049,2452
S01004050,0225
S01004051,0163
S01004052,0333
S01004053,0905
S01004054,1889
S01004055,2524
S01004056,1512
S01004057,0937
S01004058,0524
S01004059,0710
S01004060,0276
S01004061,0203
S01004062,3473
S01004063,0497
S01004064,2707
S01004065,0372
S01004066,1101
S01004067,2998
S01004068,0214
S01004069,0799
S01004070,0637
S01004071,0587
S01004072,2271
S01004073,0380
S01004074,0160
S01004075,0126
S01004076,1526
S01004077,2716
S01004078,1116
S01004079,0618
S01004080,0285
S01004081,4269
S01004082,5577
S01004083,0172
S01004084,0666
S01004085,0543
S01004086,0391
S01004087,0309
S01004088,0588
S01004089,0900
S01004090,0148
S01004091,2689
S01004092,1549
S01004093,0514
S01004094,0660
S01004095,4218
S01004096,5425
S01004097,0724
S01004098,3812
S01004099,5279
S01004100,1751
S01004101,2661
S01004102,4568
S01004103,3705
S01004104,5794
S01004105,3287
S01004106,4120
S01004107,5030
S01004108,4217
S01004109,5373
S01004110,4132
S01004111,4845
S01004112,4070
S01004113,3971
S01004114,2272
S01004115,4152
S01004116,5310
S01004117,4669
S01004118,1355
S01004119,3420
S01004120,5457
S01004121,3752
S01004122,4798
S01004123,3911
S01004124,6053
S01004125,5168
S01004126,2782
S01004127,5739
S01004128,6347
S01004129,5171
S01004130,4904
S01004131,1326
S01004132,2462
S01004133,2626
S01004134,6345
S01004135,1664
S01004136,2625
S01004137,4909
S01004138,1293
S01004139,4059
S01004140,3191
S01004141,3217
S01004142,4569
S01004143,3411
S01004144,2655
S01004145,4229
S01004146,4002
S01004147,1627
S01004148,6359
S01004149,1149
S01004150,6148
S01004151,4556
S01004152,1501
S01004153,2646
S01004154,4526
S01004155,1484
S01004156,1536
S01004157,6318
S01004158,4867
S01004159,1556
S01004160,3586
S01004161,4288
S01004162,5353
S01004163,2238
S01004164,3196
S01004165,4438
S01004166,2268
S01004167,2167
S01004168,2203
S01004169,1964
S01004170,2008
S01004171,4482
S01004172,1840
S01004173,2286
S01004174,4303
S01004175,1435
S01004176,4936
S01004177,2279
S01004178,2650
S01004179,4024
S01004180,6262
S01004181,3418
S01004182,0675
S01004183,3991
S01004184,2055
S01004185,1259
S01004186,1619
S01004187,2125
S01004188,1020
S01004189,6377
S01004190,2647
S01004191,2609
S01004192,1672
S01004193,2730
S01004194,2340
S01004195,3753
S01004196,1366
S01004197,1839
S01004198,2833
S01004199,3790
S01004200,6406
S01004201,3862
S01004202,4849
S01004203,3454
S01004204,5088
S01004205,1356
S01004206,5925
S01004207,2047
S01004208,4386
S01004209,6281
S01004210,3767
S01004211,5747
S01004212,4203
S01004213,2348
S01004214,6381
S01004215,6163
S01004216,3981
S01004217,2363
S01004218,2668
S01004219,1341
S01004220,4566
S01004221,2077
S01004222,1062
S01004223,0585
S01004224,2050
S01004225,0611
S01004226,1899
S01004227,2897
S01004228,3494
S01004229,3029
S01004230,3035
S01004231,3007
S01004232,5337
S01004233,2875
S01004234,4149
S01004235,3558
S01004236,3780
S01004237,4801
S01004238,3894
S01004239,5352
S01004240,4130
S01004241,4878
S01004242,3342
S01004243,3690
S01004244,3336
S01004245,3899
S01004246,4124
S01004247,3109
S01004248,3126
S01004249,4429
S01004250,4375
S01004251,4723
S01004252,3875
S01004253,4020
S01004254,4789
S01004255,3192
S01004256,3439
S01004257,5127
S01004258,4476
S01004259,4479
S01004260,5423
S01004261,2653
S01004262,3903
S01004263,1962
S01004264,3611
S01004265,3488
S01004266,2117
S01004267,6062
S01004268,3111
S01004269,4380
S01004270,1285
S01004271,2358
S01004272,5810
S01004273,5963
S01004274,4052
S01004275,3621
S01004276,1948
S01004277,5658
S01004278,3601
S01004279,1665
S01004280,3663
S01004281,3685
S01004282,1616
S01004283,2525
S01004284,2264
S01004285,4918
S01004286,5223
S01004287,3945
S01004288,5098
S01004289,3386
S01004290,4076
S01004291,4973
S01004292,3262
S01004293,5085
S01004294,5089
S01004295,3186
S01004296,5707
S01004297,3085
S01004298,4478
S01004299,2389
S01004300,1473
S01004301,4632
S01004302,5865
S01004303,1221
S01004304,1674
S01004305,4155
S01004306,3092
S01004307,5165
S01004308,3517
S01004309,5964
S01004310,3541
S01004311,3238
S01004312,4634
S01004313,4452
S01004314,3245
S01004315,4401
S01004316,5405
S01004317,4554
S01004318,2600
S01004319,4535
S01004320,3479
S01004321,1401
S01004322,3258
S01004323,2413
S01004324,1774
S01004325,4143
S01004326,4304
S01004327,4439
S01004328,3681
S01004329,4781
S01004330,3544
S01004331,4399
S01004332,4403
S01004333,3583
S01004334,5623
S01004335,3214
S01004336,4385
S01004337,3296
S01004338,4600
S01004339,5826
S01004340,3001
S01004341,2966
S01004342,5687
S01004343,3031
S01004344,3802
S01004345,4371
S01004346,2922
S01004347,5946
S01004348,4875
S01004349,3225
S01004350,4358
S01004351,3345
S01004352,4894
S01004353,5017
S01004354,2918
S01004355,3072
S01004356,2084
S01004357,5741
S01004358,5370
S01004359,2089
S01004360,1480
S01004361,2954
S01004362,0491
S01004363,0057
S01004364,0319
S01004365,0744
S01004366,1622
S01004367,1693
S01004368,0224
S01004369,1783
S01004370,4655
S01004371,0931
S01004372,4262
S01004373,0330
S01004374,1182
S01004375,1313
S01004376,1082
S01004377,1048
S01004378,2081
S01004379,1131
S01004380,0379
S01004381,1601
S01004382,1164
S01004383,2685
S01004384,1503
S01004385,2695
S01004386,3571
S01004387,1492
S01004388,0111
S01004389,3378
S01004390,0933
S01004391,4886
S01004392,1602
S01004393,0869
S01004394,0360
S01004395,0507
S01004396,1822
S01004397,5379
S01004398,3039
S01004399,0359
S01004400,1929
S01004401,4469
S01004402,0861
S01004403,2094
S01004404,4327
S01004405,2563
S01004406,0171
S01004407,0441
S01004408,3850
S01004409,4147
S01004410,0723
S01004411,1218
S01004412,1053
S01004413,0287
S01004414,0109
S01004415,0484
S01004416,1975
S01004417,0120
S01004418,1624
S01004419,1846
S01004420,3834
S01004421,0021
S01004422,0629
S01004423,1792
S01004424,0114
S01004425,4049
S01004426,3051
S01004427,0480
S01004428,0764
S01004429,0586
S01004430,1868
S01004431,0117
S01004432,1454
S01004433,1640
S01004434,1390
S01004435,2275
S01004436,1696
S01004437,0604
S01004438,1139
S01004439,0981
S01004440,1214
S01004441,4985
S01004442,0516
S01004443,0542
S01004444,0878
S01004445,1719
S01004446,1411
S01004447,0958
S01004448,4869
S01004449,0655
S01004450,0282
S01004451,0520
S01004452,4068
S01004453,5753
S01004454,1333
S01004455,3750
S01004456,4778
S01004457,1495
S01004458,0855
S01004459,2656
S01004460,5511
S01004461,3406
S01004462,5096
S01004463,3316
S01004464,1262
S01004465,5239
S01004466,4316
S01004467,0482
S01004468,4292
S01004469,0740
S01004470,5097
S01004471,4251
S01004472,5235
S01004473,5834
S01004474,1014
S01004475,4300
S01004476,2981
S01004477,3640
S01004478,1247
S01004479,4442
S01004480,0728
S01004481,1711
S01004482,0582
S01004483,1225
S01004484,4447
S01004485,3953
S01004486,3666
S01004487,2031
S01004488,1861
S01004489,5141
S01004490,5529
S01004491,0829
S01004492,1216
S01004493,3152
S01004494,0673
S01004495,0549
S01004496,2259
S01004497,0534
S01004498,3255
S01004499,2797
S01004500,5333
S01004501,1329
S01004502,3465
S01004503,1595
S01004504,1028
S01004505,1828
S01004506,2223
S01004507,3170
S01004508,3106
S01004509,4948
S01004510,5495
S01004511,4902
S01004512,6087
S01004513,4281
S01004514,5136
S01004515,1733
S01004516,3024
S01004517,1310
S01004518,3979
S01004519,2244
S01004520,4673
S01004521,6109
S01004522,5878
S01004523,6083
S01004524,5296
S01004525,5049
S01004526,5523
S01004527,2982
S01004528,1462
S01004529,3322
S01004530,5726
S01004531,2776
S01004532,0233
S01004533,0017
S01004534,1274
S01004535,2579
S01004536,0719
S01004537,0932
S01004538,1816
S01004539,0787
S01004540,2762
S01004541,1570
S01004542,5123
S01004543,1652
S01004544,1790
S01004545,0955
S01004546,0594
S01004547,1202
S01004548,1060
S01004549,2952
S01004550,0417
S01004551,3201
S01004552,0139
S01004553,3052
S01004554,2419
S01004555,3089
S01004556,0725
S01004557,4028
S01004558,1188
S01004559,2794
S01004560,0268
S01004561,0251
S01004562,1721
S01004563,4260
S01004564,5617
S01004565,5614
S01004566,5183
S01004567,1896
S01004568,2376
S01004569,0009
S01004570,5516
S01004571,2175
S01004572,1934
S01004573,3053
S01004574,5983
S01004575,3317
S01004576,4517
S01004577,3220
S01004578,5762
S01004579,0321
S01004580,1660
S01004581,2299
S01004582,4369
S01004583,1113
S01004584,0374
S01004585,1115
S01004586,6046
S01004587,0192
S01004588,2587
S01004589,4695
S01004590,0773
S01004591,1691
S01004592,0875
S01004593,2157
S01004594,0265
S01004595,5793
S01004596,0819
S01004597,5716
S01004598,1807
S01004599,1826
S01004600,0814
S01004601,2025
S01004602,5021
S01004603,0562
S01004604,1614
S01004605,0521
S01004606,1706
S01004607,1698
S01004608,3306
S01004609,0653
S01004610,0483
S01004611,1937
S01004612,0642
S01004613,3280
S01004614,2172
S01004615,1469
S01004616,3166
S01004617,0456
S01004618,0274
S01004619,0291
S01004620,0720
S01004621,2415
S01004622,3279
S01004623,2063
S01004624,1307
S01004625,0885
S01004626,1957
S01004627,2481
S01004628,0457
S01004629,4606
S01004630,4085
S01004631,0914
S01004632,0850
S01004633,3642
S01004634,4715
S01004635,0257
S01004636,1151
S01004637,2635
S01004638,0435
S01004639,1162
S01004640,1097
S01004641,2984
S01004642,1233
S01004643,1257
S01004644,2385
S01004645,0127
S01004646,1684
S01004647,3428
S01004648,0634
S01004649,1522
S01004650,1900
S01004651,0916
S01004652,1912
S01004653,1370
S01004654,4010
S01004655,0336
S01004656,0559
S01004657,4005
S01004658,3081
S01004659,3045
S01004660,5420
S01004661,1197
S01004662,1360
S01004663,2208
S01004664,3047
S01004665,0389
S01004666,1541
S01004667,0851
S01004668,4110
S01004669,1761
S01004670,1490
S01004671,3091
S01004672,1756
S01004673,0401
S01004674,2432
S01004675,3074
S01004676,1787
S01004677,1455
S01004678,2943
S01004679,1716
S01004680,0164
S01004681,3939
S01004682,0500
S01004683,5368
S01004684,3589
S01004685,1147
S01004686,0943
S01004687,2196
S01004688,5625
S01004689,2746
S01004690,5042
S01004691,6096
S01004692,0876
S01004693,4306
S01004694,1765
S01004695,5932
S01004696,0625
S01004697,4515
S01004698,5718
S01004699,0226
S01004700,2291
S01004701,5160
S01004702,2662
S01004703,4421
S01004704,0603
S01004705,3190
S01004706,4529
S01004707,1029
S01004708,1379
S01004709,4323
S01004710,0966
S01004711,0717
S01004712,1709
S01004713,0736
S01004714,1901
S01004715,2269
S01004716,2505
S01004717,0965
S01004718,1676
S01004719,2319
S01004720,1506
S01004721,4732
S01004722,0696
S01004723,3353
S01004724,0701
S01004725,3004
S01004726,0746
S01004727,0486
S01004728,4614
S01004729,0367
S01004730,0489
S01004731,2985
S01004732,3720
S01004733,1357
S01004734,0906
S01004735,2426
S01004736,1154
S01004737,0996
S01004738,0369
S01004739,5012
S01004740,2699
S01004741,1121
S01004742,2049
S01004743,4694
S01004744,1235
S01004745,0255
S01004746,0646
S01004747,5232
S01004748,1391
S01004749,2570
S01004750,0323
S01004751,0041
S01004752,1148
S01004753,0687
S01004754,2972
S01004755,1533
S01004756,3594
S01004757,1487
S01004758,1554
S01004759,3822
S01004760,0626
S01004761,0758
S01004762,1953
S01004763,4609
S01004764,1055
S01004765,0735
S01004766,1625
S01004767,1335
S01004768,0235
S01004769,1977
S01004770,0839
S01004771,3429
S01004772,1429
S01004773,0478
S01004774,5251
S01004775,0015
S01004776,3058
S01004777,5399
S01004778,1126
S01004779,1710
S01004780,1849
S01004781,2613
S01004782,1932
S01004783,5090
S01004784,1612
S01004785,1312
S01004786,1950
S01004787,2069
S01004788,4980
S01004789,0891
S01004790,5711
S01004791,3668
S01004792,4970
S01004793,3108
S01004794,1394
S01004795,1084
S01004796,3996
S01004797,1718
S01004798,0382
S01004799,0880
S01004800,1138
S01004801,1855
S01004802,2926
S01004803,0812
S01004804,0697
S01004805,0095
S01004806,1330
S01004807,0246
S01004808,0550
S01004809,2565
S01004810,1045
S01004811,2614
S01004812,0418
S01004813,2278
S01004814,1107
S01004815,3277
S01004816,0939
S01004817,0560
S01004818,1083
S01004819,1137
S01004820,0640
S01004821,1217
S01004822,0889
S01004823,0648
S01004824,4290
S01004825,0513
S01004826,0339
S01004827,0667
S01004828,3034
S01004829,0647
S01004830,0664
S01004831,3978
S01004832,3833
S01004833,1288
S01004834,3332
S01004835,2785
S01004836,4917
S01004837,1750
S01004838,3895
S01004839,1586
S01004840,2349
S01004841,1303
S01004842,4231
S01004843,1249
S01004844,2455
S01004845,2736
S01004846,2267
S01004847,5315
S01004848,4359
S01004849,1520
S01004850,3060
S01004851,1502
S01004852,0776
S01004853,3489
S01004854,4608
S01004855,1177
S01004856,3231
S01004857,2534
S01004858,3174
S01004859,4657
S01004860,4762
S01004861,4243
S01004862,5713
S01004863,4528
S01004864,5225
S01004865,2726
S01004866,3438
S01004867,5390
S01004868,1422
S01004869,6112
S01004870,3675
S01004871,3212
S01004872,2168
S01004873,3562
S01004874,1374
S01004875,2164
S01004876,3652
S01004877,2342
S01004878,3153
S01004879,1943
S01004880,0858
S01004881,2908
S01004882,2205
S01004883,4219
S01004884,5458
S01004885,1000
S01004886,1278
S01004887,3789
S01004888,5821
S01004889,2441
S01004890,0096
S01004891,0547
S01004892,5787
S01004893,0870
S01004894,2018
S01004895,1935
S01004896,2681
S01004897,5788
S01004898,1584
S01004899,3787
S01004900,5651
S01004901,1392
S01004902,1979
S01004903,5032
S01004904,0913
S01004905,2411
S01004906,2756
S01004907,5758
S01004908,2467
S01004909,4056
S01004910,2469
S01004911,5832
S01004912,1459
S01004913,1261
S01004914,5342
S01004915,2325
S01004916,1806
S01004917,5563
S01004918,5406
S01004919,2109
S01004920,2261
S01004921,1573
S01004922,5789
S01004923,3540
S01004924,3281
S01004925,2556
S01004926,5987
S01004927,5550
S01004928,5554
S01004929,4842
S01004930,1030
S01004931,1594
S01004932,1056
S01004933,1819
S01004934,1604
S01004935,5799
S01004936,1626
S01004937,1021
S01004938,1947
S01004939,1363
S01004940,3509
S01004941,1448
S01004942,4320
S01004943,2844
S01004944,2859
S01004945,4455
S01004946,4709
S01004947,4266
S01004948,4796
S01004949,4334
S01004950,4492
S01004951,3974
S01004952,4987
S01004953,3396
S01004954,2553
S01004955,3417
S01004956,4414
S01004957,5072
S01004958,2253
S01004959,2472
S01004960,5035
S01004961,4434
S01004962,5510
S01004963,4207
S01004964,4911
S01004965,4142
S01004966,4636
S01004967,4134
S01004968,3032
S01004969,2320
S01004970,2893
S01004971,2589
S01004972,3215
S01004973,4727
S01004974,3743
S01004975,5417
S01004976,3818
S01004977,3040
S01004978,5549
S01004979,6420
S01004980,5917
S01004981,4839
S01004982,5367
S01004983,4139
S01004984,5061
S01004985,4972
S01004986,5807
S01004987,5396
S01004988,5363
S01004989,5323
S01004990,4018
S01004991,5029
S01004992,3057
S01004993,6325
S01004994,5906
S01004995,4579
S01004996,5058
S01004997,4079
S01004998,4680
S01004999,3770
S01005000,4376
S01005001,5604
S01005002,5064
S01005003,4043
S01005004,4691
S01005005,3917
S01005006,4254
S01005007,3866
S01005008,5326
S01005009,5534
S01005010,2949
S01005011,2825
S01005012,2901
S01005013,4338
S01005014,2484
S01005015,4419
S01005016,3842
S01005017,6316
S01005018,3641
S01005019,1992
S01005020,5106
S01005021,5812
S01005022,4749
S01005023,5303
S01005024,5000
S01005025,3915
S01005026,5640
S01005027,4621
S01005028,5894
S01005029,5503
S01005030,5573
S01005031,3986
S01005032,5679
S01005033,6360
S01005034,5913
S01005035,5073
S01005036,6304
S01005037,1037
S01005038,6001
S01005039,5276
S01005040,1150
S01005041,1436
S01005042,5907
S01005043,2871
S01005044,4001
S01005045,5489
S01005046,5093
S01005047,1369
S01005048,4685
S01005049,1598
S01005050,0754
S01005051,5522
S01005052,4441
S01005053,0877
S01005054,2020
S01005055,2450
S01005056,3036
S01005057,0962
S01005058,1872
S01005059,2905
S01005060,1976
S01005061,2347
S01005062,4942
S01005063,5858
S01005064,5844
S01005065,2692
S01005066,0305
S01005067,4686
S01005068,3563
S01005069,1271
S01005070,4223
S01005071,2098
S01005072,1844
S01005073,4336
S01005074,4265
S01005075,0137
S01005076,1272
S01005077,5173
S01005078,2433
S01005079,1808
S01005080,1608
S01005081,2054
S01005082,4993
S01005083,3876
S01005084,2339
S01005085,3855
S01005086,2156
S01005087,3054
S01005088,3924
S01005089,4562
S01005090,5662
S01005091,6153
S01005092,3299
S01005093,2104
S01005094,4997
S01005095,4384
S01005096,4305
S01005097,4907
S01005098,4307
S01005099,5189
S01005100,5109
S01005101,4814
S01005102,3846
S01005103,4884
S01005104,4951
S01005105,3286
S01005106,3247
S01005107,6045
S01005108,4151
S01005109,4788
S01005110,3813
S01005111,4737
S01005112,4557
S01005113,3656
S01005114,2263
S01005115,3771
S01005116,4697
S01005117,4782
S01005118,4773
S01005119,5404
S01005120,4784
S01005121,4516
S01005122,4717
S01005123,5262
S01005124,4206
S01005125,2326
S01005126,4943
S01005127,0990
S01005128,5145
S01005129,3612
S01005130,0777
S01005131,4791
S01005132,4362
S01005133,4389
S01005134,3657
S01005135,4595
S01005136,3934
S01005137,3994
S01005138,3168
S01005139,4610
S01005140,4048
S01005141,4488
S01005142,4013
S01005143,4427
S01005144,5508
S01005145,4758
S01005146,3937
S01005147,4041
S01005148,4835
S01005149,3595
S01005150,3441
S01005151,3011
S01005152,4035
S01005153,5258
S01005154,4665
S01005155,4653
S01005156,1628
S01005157,1308
S01005158,3188
S01005159,1679
S01005160,0997
S01005161,2221
S01005162,1179
S01005163,1433
S01005164,2427
S01005165,2034
S01005166,1096
S01005167,0768
S01005168,3764
S01005169,3816
S01005170,5142
S01005171,1049
S01005172,5233
S01005173,4023
S01005174,0769
S01005175,5642
S01005176,0340
S01005177,0328
S01005178,1338
S01005179,3443
S01005180,5124
S01005181,5835
S01005182,0240
S01005183,1315
S01005184,0075
S01005185,2002
S01005186,2663
S01005187,2993
S01005188,5808
S01005189,1398
S01005190,5180
S01005191,0394
S01005192,5215
S01005193,5824
S01005194,3151
S01005195,5101
S01005196,0663
S01005197,1380
S01005198,5219
S01005199,1524
S01005200,5307
S01005201,1018
S01005202,1174
S01005203,3831
S01005204,5372
S01005205,5218
S01005206,5280
S01005207,0437
S01005208,0278
S01005209,2216
S01005210,1135
S01005211,0788
S01005212,4654
S01005213,4247
S01005214,0324
S01005215,1707
S01005216,0793
S01005217,2836
S01005218,0641
