LAU2011Level2Code,LAU2011Level2Name,EurostatLAU2011Level2Code,NRSoldLAU2011Level2Code,LAU2011Level1Code,LAU2011Level1Name,EurostatLAU2011Level1Code,NRSoldLAU2011Level1Code,NUTS2008Level3Code,NUTS2008Level3Name,NRSoldNUTS2008Level3Code,NUTS2008Level2Code,NUTS2008Level2Name,NRSoldNUTS2008Level2Code,NUTS2008Level1Code,NUTS2008Level1Name
S31000656,Carmunnock,UKM3400078,3132278.00,S30000019,Glasgow City,UKM3400,31322.00,UKM34,Glasgow City,313.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000657,Glenwood,UKM3400079,3132279.00,S30000019,Glasgow City,UKM3400,31322.00,UKM34,Glasgow City,313.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000658,Liboside,UKM3501001,3142401.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000659,Barrhead North,UKM3501002,3142402.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000660,North Neilston and West Arthurlie,UKM3501003,3142403.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000661,Barrhead Central,UKM3501004,3142404.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000662,Barrhead East,UKM3501005,3142405.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000663,Auchenback,UKM3501006,3142406.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000664,Greenfarm,UKM3501007,3142407.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000665,Thornliebank,UKM3501008,3142408.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000666,Giffnock North,UKM3501009,3142409.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000667,Merrylea Park,UKM3501010,3142410.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000668,Netherlee,UKM3501011,3142411.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000669,Crookfur,UKM3501012,3142412.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000670,Giffnock South,UKM3501013,3142413.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000671,Stamperland,UKM3501014,3142414.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000672,Broom,UKM3501015,3142415.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000673,Kirkhill,UKM3501016,3142416.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000674,Clarkston,UKM3501017,3142417.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000675,Busby,UKM3501018,3142418.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000676,Mearns,UKM3501019,3142419.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000677,Eaglesham,UKM3501020,3142420.00,S30000020,East Renfrewshire,UKM3501,31424.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000678,Shortroods,UKM3502001,3142501.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000679,St James,UKM3502002,3142502.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000680,Ferguslie,UKM3502003,3142503.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000681,Linwood East,UKM3502004,3142504.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000682,Linwood West,UKM3502005,3142505.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000683,Brediland,UKM3502006,3142506.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000684,Foxbar,UKM3502007,3142507.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000685,Stanely,UKM3502008,3142508.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000686,Glenburn South,UKM3502009,3142509.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000687,Glenburn North,UKM3502010,3142510.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000688,Paisley Central,UKM3502011,3142511.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000689,Lounsdale and Millarston,UKM3502012,3142512.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000690,Castlehead,UKM3502013,3142513.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000691,Saucel and Hunterhill,UKM3502014,3142514.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000692,Lochfield,UKM3502015,3142515.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000693,Seedhill,UKM3502016,3142516.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000694,Blackhall and Hawkhead,UKM3502017,3142517.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000695,Gallowhill and Whitehaugh,UKM3502018,3142518.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000696,Sandyford,UKM3502019,3142519.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000697,Ralston,UKM3502020,3142520.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000698,Johnstone Central,UKM3502021,3142521.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000699,Johnstone Cochranemill,UKM3502022,3142522.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000700,Johnstone Castle,UKM3502023,3142523.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000701,Johnstone West,UKM3502024,3142524.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000702,Elderslie,UKM3502025,3142525.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000703,Blythswood,UKM3502026,3142526.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000704,Deanside,UKM3502027,3142527.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000705,Townhead,UKM3502028,3142528.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000706,Arkleston and Newmains,UKM3502029,3142529.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000707,Moorpark,UKM3502030,3142530.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000708,Lochwinnoch and Howwood,UKM3502031,3142531.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000709,Bridge of Weir South and Brookfield,UKM3502032,3142532.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000710,Kilbarchan,UKM3502033,3142533.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000711,Bridge of Weir North and Craigends,UKM3502034,3142534.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000712,Houston and Langbank,UKM3502035,3142535.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000713,Erskine S.E and Inchinnan,UKM3502036,3142536.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000714,Parkmains,UKM3502037,3142537.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000715,Erskine Central,UKM3502038,3142538.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000716,Erskine West,UKM3502039,3142539.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000717,Bishopton,UKM3502040,3142540.00,S30000021,Renfrewshire,UKM3502,31425.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000718,Ward 1,UKM3503001,3142301.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000719,Ward 2,UKM3503002,3142302.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000720,Ward 3,UKM3503003,3142303.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000721,Ward 4,UKM3503004,3142304.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000722,Ward 5,UKM3503005,3142305.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000723,Ward 6,UKM3503006,3142306.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000724,Ward 7,UKM3503007,3142307.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000725,Ward 8,UKM3503008,3142308.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000726,Ward 9,UKM3503009,3142309.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000727,Ward 10,UKM3503010,3142310.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000728,Ward 11,UKM3503011,3142311.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000729,Ward 12,UKM3503012,3142312.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000730,Ward 13,UKM3503013,3142313.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000731,Ward 14,UKM3503014,3142314.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000732,Ward 15,UKM3503015,3142315.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000733,Ward 16,UKM3503016,3142316.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000734,Ward 17,UKM3503017,3142317.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000735,Ward 18,UKM3503018,3142318.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000736,Ward 19,UKM3503019,3142319.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000737,Ward 20,UKM3503020,3142320.00,S30000022,Inverclyde,UKM3503,31423.00,UKM35,Inverclyde, East Renfrewshire and Renfrewshire,314.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000738,Ladywell,UKM3600001,3152601.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000739,Calder Valley,UKM3600002,3152602.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000740,Forgewood,UKM3600003,3152603.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000741,North Motherwell,UKM3600004,3152604.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000742,New Stevenston and Carfin,UKM3600005,3152605.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000743,Craigneuk,UKM3600006,3152606.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000744,Belhaven,UKM3600007,3152607.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000745,Stewarton,UKM3600008,3152608.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000746,Cambusnethan,UKM3600009,3152609.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000747,Coltness,UKM3600010,3152610.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000748,Watsonville,UKM3600011,3152611.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000749,Knowetop,UKM3600012,3152612.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000750,Muirhouse and Netherton,UKM3600013,3152613.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000751,Pather and Gowkthrapple,UKM3600014,3152614.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000752,Garrion,UKM3600015,3152615.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000753,Newmains,UKM3600016,3152616.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000754,Stane,UKM3600017,3152617.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000755,Dykehead,UKM3600018,3152618.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000756,Cleland,UKM3600019,3152619.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000757,Benhar,UKM3600020,3152620.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000758,Tannochside,UKM3600021,3152621.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000759,Fallside,UKM3600022,3152622.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000760,Viewpark,UKM3600023,3152623.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000761,Bellshill North,UKM3600024,3152624.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000762,Orbiston,UKM3600025,3152625.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000763,Mossend West and Thorndean,UKM3600026,3152626.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000764,Holytown,UKM3600027,3152627.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000765,Mossend East and New Stevenston North,UKM3600028,3152628.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000766,Newarthill,UKM3600029,3152629.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000767,Hattonrig,UKM3600030,3152630.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000768,Townhead,UKM3600031,3152631.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000769,Blairpark,UKM3600032,3152632.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000770,North Central and Glenboig,UKM3600033,3152633.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000771,Coatbridge  Central,UKM3600034,3152634.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000772,Sikeside and Carnbroe,UKM3600035,3152635.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000773,Bargeddie and Langloan,UKM3600036,3152636.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000774,Kirkwood,UKM3600037,3152637.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000775,Kirkshaws,UKM3600038,3152638.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000776,Shawhead,UKM3600039,3152639.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000777,Old Monkland,UKM3600040,3152640.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000778,Whinhall,UKM3600041,3152641.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000779,Academy,UKM3600042,3152642.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000780,Airdrie Central,UKM3600043,3152643.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000781,Clarkston,UKM3600044,3152644.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000782,New Monkland West,UKM3600045,3152645.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000783,Plains and Caldercruix,UKM3600046,3152646.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000784,North Cairnhill and Coatdyke,UKM3600047,3152647.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000785,South East Cairnhill and Gartlea,UKM3600048,3152648.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000786,Craigneuk and Petersburn,UKM3600049,3152649.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000787,Calderbank,UKM3600050,3152650.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000788,Chapelhall,UKM3600051,3152651.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000789,Salsburgh,UKM3600052,3152652.00,S30000023,North Lanarkshire,UKM3600,31526.00,UKM36,North Lanarkshire,315.00,UKM3,South Western Scotland,3.00,UKM,Scotland
